Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
CLINICA BAVIERA,"8,25",baixada,"-0,61%","-0,05","1.148,00","133,72","23,00","2,38%",17:38
COCA-COLA EUR,"35,42",baixada,"-0,40%","-0,14","2.583,32","16.915,72","16,62","2,36%",17:38
CODERE,"0,38",pujada,"+0,00%","0,00","401.287,43","968,46","0,00","0,00%",17:38
COEMAC,"0,40",pujada,"+0,00%","0,00","111.853,85","78,01","59,43","0,00%",17:38
DEOLEO SA,"0,21",pujada,"+0,00%","0,00","74.232,31","236,71","112,00","0,00%",17:38
DIA,"4,15",baixada,"-3,91%","-0,17","63.835.482,49","2.558,92","10,85","4,75%",17:38
DOGI INTL FABRICS,"3,58",baixada,"-2,98%","-0,11","157.973,14","264,18","0,00","0,00%",17:38
DURO FELGUERA,"0,49",pujada,"+0,00%","0,00","146.814,15","80,00","0,00","0,00%",17:38
EBRO FOODS,"20,55",pujada,"+0,00%","0,00","11.924.594,36","3.157,32","17,30","3,25%",17:38
EDREAMS ODIGEO REG,"2,60",baixada,"-0,27%","-0,01","364.281,35","280,71","8,69","0,00%",17:38
ELECNOR,"12,05",pujada,"+0,42%","0,05","319.927,67","1.055,31","11,41","2,30%",17:38
ENAGAS,"24,08",pujada,"+1,58%","0,38","37.415.680,07","5.734,40","12,26","6,06%",17:38
ENCE,"4,920",pujada,"+3,58%","0,170","4.609.820,55","1.195,65","14,49","3,26%",17:38
ENDESA,"19,22",pujada,"+2,81%","0,53","42.061.692,19","20.285,69","15,25","6,90%",17:38
ERCROS,"2,60",pujada,"+2,12%","0,05","7.981.021,67","303,97","7,02","0,00%",17:38
EUROPAC,"8,59",pujada,"+3,37%","0,28","1.256.785,99","825,87","12,85","3,71%",17:38
EUSKALTEL,"7,10",baixada,"-0,60%","-0,04","3.870.487,84","1.286,60","18,09","4,89%",17:38
FAES FARMA,"2,900",baixada,"-1,53%","-0,045","1.319.217,30","747,05","17,64","0,91%",17:38
FCC,"8,39",pujada,"+0,66%","0,06","212.719,60","3.213,96","17,91","0,00%",17:38
FERROCARRILES,"34,56",pujada,"+1,50%","0,51","2.254.895,41","1.184,74","26,28","1,68%",17:38
FERSA ENERGIAS,"0,47",pujada,"+0,00%","0,00","69.941,01","66,50","91,57","0,00%",17:38
FLUIDRA,"8,25",baixada,"-1,90%","-0,16","1.817.592,67","938,20","25,84","1,73%",17:38
GAM,"1,32",baixada,"-2,22%","-0,03","7.682,06","43,95","0,00","0,00%",17:38
GAMESA,"11,29",pujada,"+4,25%","0,46","40.523.895,21","7.713,95","11,74","1,42%",17:38
GAS NATURAL,"18,37",pujada,"+0,55%","0,10","38.265.770,59","18.417,69","14,27","5,43%",17:38
GLOBAL DOMINION,"4,39",baixada,"-0,84%","-0,04","483.537,15","740,53","25,18","0,00%",17:38
GR.EMPRES.SAN JOSE,"2,96",pujada,"+0,34%","0,01","439.583,16","195,73","0,00","0,00%",17:38
GRIFOLS,"24,69",pujada,"+1,96%","0,48","21.469.808,55","10.499,84","24,38","1,44%",17:38
GRIFOLS CL.B,"18,40",pujada,"+2,79%","0,50","4.655.908,12","4.771,01","0,00","0,00%",17:38
GRUPO CATALANA OCC,"35,99",pujada,"+3,21%","1,12","2.786.351,77","4.298,40","12,57","2,20%",17:38
GRUPO EZENTIS SA,"0,55",baixada,"-2,47%","-0,01","1.448.780,72","134,52","26,06","0,00%",17:38
GRUPO FERROVIAL,"30,83",baixada,"0,00%","0,00","0,00","4.324,36","0,00","0,00%",4/12
GRUPO PRISA,"2,59",baixada,"-1,22%","-0,03","236.882,19","199,44","5,38","0,00%",17:38
HISPANIA ACTIVOS,"14,39",pujada,"+2,79%","0,39","4.518.242,15","1.555,67","20,11","3,53%",17:38
IAG (IBERIA),"7,54",pujada,"+0,47%","0,04","35.177.021,64","15.976,09","7,45","3,60%",17:38
IBERDROLA,"6,74",pujada,"+2,45%","0,16","143.348.341,29","42.390,53","15,41","4,93%",17:38
IBERPAPEL GESTION,"26,85",baixada,"-0,30%","-0,08","27.289,75","294,80","15,27","2,29%",17:38
INDITEX,"31,48",pujada,"+2,88%","0,88","120.889.494,20","97.691,46","28,17","2,39%",17:38
INDRA,"13,59",pujada,"+1,04%","0,14","7.530.386,60","2.414,87","19,54","0,00%",17:38
INM. COLONIAL,"7,84",pujada,"+4,45%","0,33","26.716.382,53","3.067,55","33,52","2,55%",17:38
INMO DEL SUR,"10,72",baixada,"-0,46%","-0,05","27.743,16","182,11","0,00","0,00%",17:38
INYPSA,"0,165",baixada,"-2,86%","-0,005","541.165,41","62,95","0,00","0,00%",17:38
LABORATORIOS FARMA,"16,26",pujada,"+1,10%","0,18","476.030,84","829,00","41,46","1,12%",17:38
LAR ESPANA,"8,04",baixada,"-0,12%","-0,01","2.625.934,30","746,46","29,33","4,90%",17:38
LIBERBANK,"0,71",pujada,"+1,14%","0,01","4.612.861,04","662,72","7,44","0,00%",17:38
LINGOTES,"15,35",baixada,"-0,36%","-0,06","108.492,11","155,55","0,00","0,00%",17:38
LOGISTA,"19,99",pujada,"+0,96%","0,19","1.473.782,31","2.647,70","14,91","5,00%",17:38
MAPFRE,"2,75",pujada,"+3,42%","0,09","31.460.287,85","8.521,12","12,28","5,39%",17:38
MEDIASET,"9,106",pujada,"+1,48%","0,133","9.141.471,03","3.089,05","16,15","5,87%",17:38
MELIA HOTELS INTL,"11,85",pujada,"+3,13%","0,36","10.263.513,94","2.717,35","22,47","1,28%",17:38
MERLIN PROP.,"10,89",pujada,"+2,74%","0,29","25.593.865,23","5.106,41","18,66","4,06%",17:38
MIQUEL Y COSTAS,"29,75",baixada,"-0,13%","-0,04","1.026.711,81","619,09","17,39","1,59%",17:38
MONTEBALITO,"2,265",baixada,"-0,66%","-0,015","13.625,75","68,40","0,00","0,00%",17:38
NATRA,"0,40",pujada,"+0,00%","0,00","23.368,29","18,99","2,11","0,00%",17:38
NATURHOUSE HEALTH,"4,28",baixada,"-0,58%","-0,03","79.897,38","257,52","11,41","7,82%",17:38
NH HOTELES,"5,425",pujada,"+2,46%","0,130","7.528.853,85","1.907,23","42,31","0,96%",17:38
NICOLAS CORREA,"2,74",pujada,"+2,24%","0,06","39.513,84","33,25","0,00","0,00%",17:38
OHL,"4,92",baixada,"-1,56%","-0,08","35.390.339,68","1.501,86","16,25","1,03%",17:38
ORYZON GENOMICS,"1,88",baixada,"-2,22%","-0,04","304.823,22","64,91","0,00","0,00%",17:38
PARQUES REUNIDOS,"13,10",baixada,"-0,38%","-0,05","166.821,48","1.060,95","19,49","1,89%",17:38
PHARMA MAR R,"3,00",pujada,"+0,00%","0,00","3.913.176,95","683,53","0,00","0,00%",17:38
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,66",pujada,"+0,30%","0,03","30.088,27","172,26","14,24","2,66%",17:38
PROSEGUR,"6,40",pujada,"+1,59%","0,10","2.105.251,76","3.955,77","23,17","1,79%",17:38
QUABIT INMOBIL.,"1,54",pujada,"+1,38%","0,02","197.366,09","119,01","0,00","0,00%",17:38
REALIA BUSINESS,"1,06",pujada,"+0,00%","0,00","54.313,41","680,27","42,78","0,00%",17:38
REE,"18,42",pujada,"+2,08%","0,38","34.552.934,11","9.931,52","14,62","5,07%",17:38
RENTA 4 SERVICIOS,"5,90",pujada,"+0,85%","0,05","10.895,55","242,12","19,61","1,54%",17:38
RENTA CORPORACION,"2,500",baixada,"-0,99%","-0,025","1.075.785,65","86,99","13,10","6,49%",17:38
REPSOL,"15,47",pujada,"+0,95%","0,15","65.349.917,78","23.628,82","10,92","5,23%",17:38
RIOJANAS,"5,32",baixada,"-0,75%","-0,04","23.438,30","27,94","0,00","0,00%",17:38
Reig Jofre,"2,65",pujada,"+0,76%","0,02","12.364,85","166,93","23,74","1,26%",17:38
SABADELL,"1,67",pujada,"+3,15%","0,05","76.576.927,87","9.508,14","11,61","3,69%",17:38
SACYR,"2,15",pujada,"+0,61%","0,01","7.122.260,74","1.163,78","6,32","0,00%",17:38
SAETA YIELD,"9,48",pujada,"+0,56%","0,05","892.768,20","776,37","16,63","7,88%",17:38
SANTANDER,"5,81",pujada,"+3,21%","0,18","540.910.455,88","93.644,87","11,95","3,93%",17:38
SNIACE,"0,19",pujada,"+0,00%","0,00","834.437,59","65,28","0,00","0,00%",17:38
SOLARIA ENERGIA,"1,40",baixada,"-0,36%","-0,01","403.606,10","156,74","23,64","0,00%",17:38
TALGO,"4,28",pujada,"+2,25%","0,09","877.897,90","582,99","8,94","1,90%",17:38
TECNICAS REUNIDAS,"26,71",pujada,"+2,57%","0,67","20.429.847,12","1.498,01","10,50","5,47%",17:38
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,80",baixada,"-0,55%","-0,05","350.616.055,09","44.428,40","12,31","4,51%",17:38
TELEPIZZA GROUP,"4,88",baixada,"-0,41%","-0,02","970.080,23","486,18","15,05","0,00%",17:38
TUBACEX,"2,99",baixada,"-0,99%","-0,03","878.759,35","396,28","82,20","0,34%",17:38
TUBOS REUNIDOS,"0,83",baixada,"-0,60%","-0,01","207.450,50","144,99","0,00","0,00%",17:38
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",17:38
VIDRALA,"74,70",baixada,"-0,73%","-0,55","724.135,55","1.849,66","22,21","1,13%",17:38
VISCOFAN,"49,88",pujada,"+0,72%","0,36","9.732.858,30","2.320,16","18,87","2,87%",17:38
VOCENTO,"1,43",baixada,"-2,40%","-0,04","10.262,87","181,21","15,20","0,00%",17:38
ZARDOYA OTIS,"8,99",pujada,"+1,70%","0,15","2.282.517,92","4.205,95","27,03","3,59%",17:38
