Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ABERTIS,"18,90",pujada,"+0,00%","0,00","80.523.408,57","18.797,44","20,32","3,99%",27/10
ACCIONA,"68,30",pujada,"+0,60%","0,41","8.638.845,71","3.893,65","15,64","4,34%",27/10
ACERINOX,"11,93",baixada,"-1,93%","-0,24","18.712.803,70","3.283,82","16,39","3,63%",27/10
ACS,"32,79",baixada,"-0,82%","-0,27","18.854.968,42","10.258,07","13,50","3,60%",27/10
AENA,"151,55",baixada,"-1,59%","-2,45","40.394.177,70","22.950,00","19,18","2,63%",27/10
AMADEUS,"57,06",baixada,"-0,83%","-0,48","33.643.988,92","25.091,87","24,38","1,86%",27/10
ARCELORMITTAL,"25,03",baixada,"-1,71%","-0,44","19.034.915,70","25.547,59","0,00","0,00%",27/10
BANKIA,"4,03",baixada,"-1,54%","-0,06","30.061.431,12","11.523,09","14,14","3,09%",27/10
BANKINTER,"7,92",baixada,"-1,70%","-0,14","21.069.311,97","7.105,54","15,28","3,22%",27/10
BBVA,"7,19",baixada,"-2,60%","-0,19","241.190.395,50","47.848,75","11,53","3,42%",27/10
CAIXABANK,"3,84",baixada,"-2,74%","-0,11","145.010.816,49","22.591,89","13,61","3,64%",27/10
CELLNEX TELECOM,"20,84",baixada,"-0,10%","-0,02","9.072.505,22","4.823,65","70,34","0,48%",27/10
DIA,"4,05",baixada,"-2,36%","-0,10","31.412.105,82","2.511,61","10,85","4,75%",27/10
ENAGAS,"24,19",pujada,"+0,46%","0,11","21.100.798,32","5.751,11","12,26","6,06%",27/10
ENDESA,"19,07",baixada,"-0,75%","-0,15","15.435.164,23","20.179,82","15,25","6,90%",27/10
FERROVIAL,"18,20",baixada,"-0,68%","-0,13","33.218.668,64","13.337,24","33,90","3,17%",27/10
GAMESA,"11,28",baixada,"-0,13%","-0,02","27.535.344,39","7.669,67","11,74","1,42%",27/10
GAS NATURAL,"18,20",baixada,"-0,93%","-0,17","23.860.885,91","18.277,59","14,27","5,43%",27/10
GRIFOLS,"24,87",pujada,"+0,73%","0,18","15.116.337,73","10.631,94","24,38","1,44%",27/10
IAG (IBERIA),"7,07",baixada,"-6,26%","-0,47","44.540.670,72","15.120,76","7,45","3,60%",27/10
IBERDROLA,"6,68",baixada,"-0,88%","-0,06","109.432.549,17","42.238,91","15,41","4,93%",27/10
INDITEX,"31,26",baixada,"-0,70%","-0,22","84.796.399,05","97.753,79","28,17","2,39%",27/10
INDRA,"13,26",baixada,"-2,43%","-0,33","8.409.314,11","2.353,92","19,54","0,00%",27/10
INM. COLONIAL,"7,65",baixada,"-2,36%","-0,19","13.485.429,81","3.020,06","33,52","2,55%",27/10
MAPFRE,"2,69",baixada,"-2,47%","-0,07","18.095.999,04","8.296,32","12,28","5,39%",27/10
MEDIASET,"9,005",baixada,"-1,11%","-0,101","10.315.634,68","3.043,59","16,15","5,87%",27/10
MELIA HOTELS INTL,"11,49",baixada,"-3,04%","-0,36","4.819.204,52","2.664,52","22,47","1,28%",27/10
MERLIN PROP.,"10,72",baixada,"-1,56%","-0,17","16.891.448,00","5.050,04","18,66","4,06%",27/10
REE,"18,39",baixada,"-0,19%","-0,04","20.557.639,45","9.928,82","14,62","5,07%",27/10
REPSOL,"15,55",pujada,"+0,52%","0,08","61.776.765,31","23.697,55","10,92","5,23%",27/10
SABADELL,"1,59",baixada,"-4,85%","-0,08","100.741.777,15","8.884,75","11,61","3,69%",27/10
SANTANDER,"5,70",baixada,"-1,98%","-0,12","338.689.598,44","91.575,63","11,95","3,93%",27/10
TECNICAS REUNIDAS,"26,50",baixada,"-0,79%","-0,21","14.088.680,63","1.462,80","10,50","5,47%",27/10
TELEFONICA,"8,69",baixada,"-1,22%","-0,11","166.600.741,25","43.995,15","12,31","4,51%",27/10
VISCOFAN,"50,20",pujada,"+0,64%","0,32","9.787.463,35","2.331,58","18,87","2,87%",27/10
