Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"5,12",pujada,"+1,59%","0,08","55.700,58","47,59","0,00","0,00%",8/12
ABENGOA,"0,03",pujada,"+0,00%","0,00","125.966,47","48,97","0,00","0,00%",8/12
ABENGOA CL.B,"0,01",pujada,"+9,09%","0,00","343.011,58","189,24","0,00","0,00%",8/12
ABERTIS,"18,90",baixada,"-0,37%","-0,07","29.668.664,05","18.658,78","20,12","4,10%",8/12
ACCIONA,"69,30",baixada,"-0,06%","-0,04","6.387.077,64","3.968,09","15,42","4,27%",8/12
ACERINOX,"11,45",baixada,"-1,17%","-0,14","7.532.534,57","3.165,11","15,05","4,07%",8/12
ACS,"32,42",pujada,"+1,12%","0,36","13.976.081,68","10.215,59","12,99","3,75%",8/12
ADVEO,"2,63",pujada,"+0,38%","0,01","7.975,95","56,34","16,85","0,00%",8/12
AENA,"168,70",baixada,"-0,35%","-0,60","23.503.748,90","25.245,00","20,75","2,46%",8/12
AIRBUS,"88,20",baixada,"-0,06%","-0,05","145.937,25","68.122,21","26,01","1,69%",8/12
ALANTRA,"13,60",pujada,"+0,74%","0,10","77.540,13","488,99","11,54","7,61%",8/12
ALBA,"48,85",pujada,"+0,00%","0,00","487.616,44","2.853,79","7,07","2,02%",8/12
ALMIRALL,"8,32",baixada,"-2,58%","-0,22","1.644.648,48","1.444,14","0,00","2,31%",8/12
AMADEUS,"60,79",pujada,"+0,10%","0,06","38.284.566,28","26.680,41","25,63","1,76%",8/12
AMPER,"0,20",pujada,"+1,02%","0,00","238.909,60","164,91","0,00","0,00%",8/12
APERAM,"42,37",pujada,"+0,00%","0,00","12.711,00","3.622,48","0,00","0,00%",8/12
APPLUS SERVICES,"10,85",baixada,"-0,23%","-0,03","1.024.927,79","1.689,70","17,26","1,20%",8/12
ARCELORMITTAL,"26,43",pujada,"+0,97%","0,26","15.918.704,94","27.080,45","0,00","0,00%",8/12
AXIA REAL ESTATE,"18,29",baixada,"-0,30%","-0,06","5.290.396,95","1.446,45","58,29","1,47%",8/12
AZKOYEN,"7,98",baixada,"-0,19%","-0,02","37.796,51","200,35","17,50","0,00%",8/12
Atresmedia,"9,72",baixada,"-0,10%","-0,01","4.211.491,83","2.191,62","14,68","5,64%",8/12
BANKIA,"4,15",pujada,"+2,67%","0,11","31.405.411,62","11.923,31","13,95","3,18%",8/12
BANKINTER,"7,99",pujada,"+0,93%","0,07","13.920.788,87","7.206,21","15,05","3,26%",8/12
BARON DE LEY,"111,70",baixada,"-1,17%","-1,30","103.309,55","457,25","20,99","0,00%",8/12
BAYER,"105,00",pujada,"+0,00%","0,00","74.550,85","86.664,13","0,00","0,00%",8/12
