Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ABERTIS,"17,48",pujada,"+0,29%","0,05","14.338.997,91","17.331,67","18,48","4,40%",10:34
ACCIONA,"68,58",pujada,"+0,59%","0,40","1.385.519,47","3.937,17","15,26","4,38%",10:33
ACS,"31,30",pujada,"+0,69%","0,22","1.872.162,74","9.900,92","12,65","3,87%",10:34
ADVEO,"2,93",pujada,"+5,40%","0,15","51.471,87","61,70","17,60","0,00%",10:29
Atresmedia,"8,84",pujada,"+0,11%","0,01","177.184,03","1.980,54","13,18","6,44%",10:29
BBVA,"7,37",pujada,"+0,01%","0,00","12.424.206,07","49.249,01","11,46","3,42%",10:34
BME,"28,860",pujada,"+0,07%","0,020","191.945,45","2.406,04","15,05","6,29%",10:15
CAIXABANK,"4,06",baixada,"-0,37%","-0,02","5.727.213,83","24.368,38","14,00","3,44%",10:35
DIA,"4,42",pujada,"+0,84%","0,04","2.159.676,85","2.750,64","11,26","4,40%",10:34
ENAGAS,"24,25",baixada,"-0,14%","-0,04","2.376.422,52","5.792,89","11,94","6,26%",10:33
ENCE,"4,660",baixada,"-1,17%","-0,055","377.349,36","1.148,86","13,19","3,32%",10:32
ENDESA,"19,57",pujada,"+0,26%","0,05","2.821.411,98","20.725,07","14,69","7,13%",10:34
FCC,"8,00",pujada,"+0,21%","0,02","9.190,70","3.034,39","18,18","0,00%",10:24
FERROVIAL,"18,81",pujada,"+0,94%","0,18","3.089.193,01","13.921,46","33,90","3,17%",10:34
GAS NATURAL,"18,66",pujada,"+0,54%","0,10","1.119.753,26","18.657,85","14,13","5,46%",10:34
IAG (IBERIA),"6,97",baixada,"-0,06%","-0,00","2.040.838,61","14.894,66","6,96","3,88%",10:32
IBERDROLA,"6,77",pujada,"+0,19%","0,01","5.825.336,65","42.801,16","14,86","5,03%",10:34
MAPFRE,"2,68",pujada,"+0,49%","0,01","1.606.007,71","8.277,84","10,63","5,24%",10:33
MEDIASET,"9,536",pujada,"+0,73%","0,069","522.436,26","3.196,80","16,22","5,87%",10:33
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
REE,"18,26",pujada,"+0,27%","0,05","2.617.445,20","9.890,94","14,17","5,24%",10:33
REPSOL,"15,47",pujada,"+0,78%","0,12","9.448.457,73","23.674,64","10,99","5,24%",10:34
SABADELL,"1,69",pujada,"+1,02%","0,02","3.716.987,55","9.508,14","11,84","3,62%",10:34
SAETA YIELD,"9,67",pujada,"+1,87%","0,18","491.916,23","782,89","16,10","8,14%",10:27
SANTANDER,"5,61",baixada,"-0,41%","-0,02","24.321.416,46","90.388,63","12,29","3,81%",10:34
TECNICAS REUNIDAS,"25,92",pujada,"+1,61%","0,41","1.712.046,33","1.448,54","10,49","5,40%",10:34
TELEFONICA,"9,18",pujada,"+0,20%","0,02","10.304.664,81","46.156,37","12,35","4,44%",10:34
ZARDOYA OTIS,"9,11",pujada,"+0,11%","0,01","55.006,80","4.290,63","27,15","3,46%",10:27
