Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
AXIA REAL ESTATE,"16,64",baixada,"-0,83%","-0,14","175.616,63","1.325,88","45,57","1,73%",10:38
AZKOYEN,"7,57",baixada,"-3,20%","-0,25","741,86","189,14","16,74","0,00%",09:00
Atresmedia,"8,83",pujada,"+0,00%","0,00","183.944,68","1.980,54","13,18","6,44%",10:36
BANKIA,"4,04",baixada,"-0,05%","-0,00","1.527.431,56","11.612,35","13,80","3,18%",10:39
BANKINTER,"7,92",baixada,"-0,20%","-0,02","1.033.019,89","7.137,90","14,79","3,32%",10:39
BARON DE LEY,"108,30",pujada,"+0,93%","1,00","43.749,90","438,55","19,85","0,00%",09:14
BAYER,"119,20",pujada,"+1,49%","1,75","48.641,30","93.362,41","0,00","0,00%",09:51
BBVA,"7,37",pujada,"+0,11%","0,01","13.263.086,19","49.249,01","11,46","3,42%",10:40
BIOSEARCH,"0,45",pujada,"+0,00%","0,00","14.875,01","25,96","0,00","0,00%",10:03
BME,"28,860",pujada,"+0,07%","0,020","196.968,09","2.406,04","15,05","6,29%",10:40
CAIXABANK,"4,06",baixada,"-0,22%","-0,01","6.015.255,32","24.368,38","14,00","3,44%",10:41
CELLNEX TELECOM,"20,47",pujada,"+0,84%","0,17","2.554.535,63","4.741,40","64,20","0,53%",10:40
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,38",pujada,"+0,74%","0,18","766.992,87","3.141,15","14,09","2,18%",10:39
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",12/10
CLINICA BAVIERA,"8,02",pujada,"+0,00%","0,00","16,04","132,09","23,00","2,38%",12/10
CODERE,"0,37",baixada,"-2,63%","-0,01","459.976,42","942,97","0,00","0,00%",10:32
COEMAC,"0,37",baixada,"-1,33%","-0,01","6.447,50","72,09","59,43","0,00%",10:09
DEOLEO SA,"0,18",pujada,"+0,00%","0,00","13.756,42","202,07","93,33","0,00%",10:36
DIA,"4,43",pujada,"+1,16%","0,05","2.436.570,90","2.750,64","11,26","4,40%",10:40
DOGI INTL FABRICS,"3,62",baixada,"-0,79%","-0,03","32.277,16","259,58","0,00","0,00%",10:38
DURO FELGUERA,"0,52",baixada,"-1,89%","-0,01","6.819,28","83,20","51,00","4,31%",10:38
EBRO FOODS,"20,55",pujada,"+0,05%","0,01","108.322,32","3.165,78","17,05","3,29%",10:36
EDREAMS ODIGEO REG,"2,43",baixada,"-0,69%","-0,02","16.765,41","265,49","8,47","0,00%",10:29
ELECNOR,"11,99",pujada,"+1,17%","0,14","118.536,96","1.044,87","11,27","2,33%",12/10
ENAGAS,"24,26",baixada,"-0,12%","-0,03","2.525.705,42","5.792,89","11,94","6,26%",10:40
ENCE,"4,675",baixada,"-0,85%","-0,040","387.771,65","1.148,86","13,19","3,32%",10:40
ENDESA,"19,59",pujada,"+0,33%","0,07","2.988.685,83","20.725,07","14,69","7,13%",10:40
ENEL GREEN POWER,"1,93",pujada,"+0,00%","0,00","86.618,27","9.655,00","23,54","1,59%",1/04
ERCROS,"2,76",pujada,"+4,00%","0,11","730.574,06","299,53","7,02","0,00%",10:40
EUROPAC,"7,95",baixada,"-0,06%","-0,01","8.239,19","771,64","12,43","3,84%",10:27
EUSKALTEL,"7,78",pujada,"+0,82%","0,06","154.176,54","1.388,43","18,38","4,66%",10:36
FAES FARMA,"2,800",baixada,"-0,71%","-0,020","251.122,28","719,01","17,33","0,93%",10:32
FCC,"8,00",pujada,"+0,21%","0,02","9.190,70","3.034,39","18,18","0,00%",10:24
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"34,53",pujada,"+0,03%","0,01","149.022,96","1.188,17","25,96","1,70%",10:39
FERROVIAL,"18,83",pujada,"+1,02%","0,19","3.701.045,46","13.921,46","33,90","3,17%",10:41
FERSA ENERGIAS,"0,45",baixada,"-1,11%","-0,01","8.026,35","64,40","91,57","0,00%",10:37
FLUIDRA,"8,77",baixada,"-0,96%","-0,09","48.963,28","996,20","24,56","1,82%",10:36
FUNESPANA,"7,41",pujada,"+1,21%","0,09","75,00","137,98","0,00","0,00%",12/10
GAM,"1,34",baixada,"-0,74%","-0,01","5.564,00","42,61","0,00","0,00%",10:13
GAMESA,"12,60",pujada,"+0,32%","0,04","4.467.504,47","8.568,78","12,94","1,55%",10:40
GAS NATURAL,"18,68",pujada,"+0,65%","0,12","1.245.251,16","18.657,85","14,13","5,46%",10:40
GESTAMP AUTOM,"5,37",baixada,"-0,02%","-0,00","958.760,16","3.083,03","12,62","2,44%",10:38
GLOBAL DOMINION,"4,10",baixada,"-0,99%","-0,04","142.286,24","699,34","23,76","0,00%",10:26
GR.EMPRES.SAN JOSE,"3,04",pujada,"+2,70%","0,08","173.593,82","195,08","0,00","0,00%",10:29
GRIFOLS,"24,37",pujada,"+0,47%","0,12","305.772,55","10.399,70","24,50","1,45%",10:37
GRUPO CATALANA OCC,"34,82",pujada,"+1,19%","0,41","146.223,58","4.138,80","12,09","2,29%",10:38
GRUPO EZENTIS SA,"0,59",pujada,"+1,02%","0,01","20.341,33","143,47","27,15","0,00%",10:38
GRUPO PRISA,"3,40",pujada,"+1,46%","0,05","57.818,41","262,90","6,16","0,00%",10:14
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"14,92",baixada,"-1,22%","-0,19","222.438,52","1.644,64","21,07","3,57%",10:40
IAG (IBERIA),"6,99",pujada,"+0,16%","0,01","2.072.968,15","14.894,66","6,96","3,88%",10:38
IBERDROLA,"6,77",pujada,"+0,21%","0,01","6.564.458,84","42.801,16","14,86","5,03%",10:40
IBERPAPEL GESTION,"26,50",pujada,"+1,40%","0,37","1.236,02","289,77","14,71","2,38%",12/10
INDITEX,"31,23",baixada,"-0,54%","-0,17","12.503.759,45","97.597,96","28,13","2,39%",10:40
INDRA,"13,29",pujada,"+0,19%","0,03","367.239,34","2.351,27","19,14","0,00%",10:37
INM. COLONIAL,"8,01",baixada,"-0,40%","-0,03","1.289.075,29","3.157,03","33,70","2,45%",10:38
INMO DEL SUR,"10,40",pujada,"+0,00%","0,00","35.163,90","176,51","0,00","0,00%",10:37
INYPSA,"0,160",pujada,"+0,00%","0,000","12.233,28","59,25","0,00","0,00%",10:10
LABORATORIOS FARMA,"15,90",pujada,"+1,92%","0,30","48.953,70","795,00","41,78","1,05%",10:20
LAR ESPANA,"8,21",baixada,"-0,92%","-0,08","68.214,14","769,89","28,93","4,97%",10:38
LIBERBANK,"0,73",baixada,"-0,54%","-0,00","46.520,85","681,44","7,62","0,00%",10:38
LINGOTES,"16,16",pujada,"+0,91%","0,15","51.568,38","159,50","0,00","0,00%",10:16
LOGISTA,"21,00",baixada,"-0,50%","-0,11","256.649,60","2.797,71","15,21","4,91%",10:40
MEDIASET,"9,532",pujada,"+0,69%","0,065","524.714,40","3.196,80","16,22","5,87%",10:36
MELIA HOTELS INTL,"12,34",pujada,"+0,28%","0,04","346.714,27","2.835,65","23,12","1,22%",10:40
MERLIN PROP.,"11,21",baixada,"-0,13%","-0,02","1.401.309,96","5.252,04","19,03","3,99%",10:38
MIQUEL Y COSTAS,"30,29",pujada,"+0,00%","0,00","119,69","615,37","17,27","1,60%",09:35
NATRA,"0,40",pujada,"+0,00%","0,00","6.656,60","18,99","2,11","0,00%",12/10
NATURHOUSE HEALTH,"4,34",baixada,"-2,18%","-0,10","359,79","255,60","11,32","7,89%",09:26
NEINOR HOMES,"17,80",baixada,"-0,78%","-0,14","312.932,87","1.420,91","0,00","0,00%",10:40
NH HOTELES,"5,575",baixada,"-0,36%","-0,020","167.586,67","1.958,02","43,24","0,90%",10:33
NICOLAS CORREA,"2,70",pujada,"+1,70%","0,05","5.128,60","32,52","0,00","0,00%",09:34
NYESA VALORES CORP,"0,17",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",12/10
OHL,"3,06",pujada,"+1,02%","0,03","590.941,45","919,28","10,03","2,66%",10:37
ORYZON GENOMICS,"1,91",baixada,"-2,06%","-0,04","4.024,15","66,61","0,00","0,00%",10:37
PARQUES REUNIDOS,"13,08",pujada,"+0,08%","0,01","29.890,81","983,44","17,17","1,88%",09:28
PESCANOVA,"1,12",pujada,"+0,00%","0,00","24.947,85","32,19","2,32","8,69%",10:29
PHARMA MAR R,"3,08",baixada,"-1,91%","-0,06","371.943,75","696,89","0,00","0,00%",10:38
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,90",pujada,"+0,00%","0,00","25.741,50","168,27","14,24","2,66%",12/10
PROSEGUR,"6,62",pujada,"+0,30%","0,02","151.360,94","4.097,71","24,33","1,68%",10:38
QUABIT INMOBIL.,"1,50",pujada,"+0,34%","0,01","8.374,88","116,31","0,00","0,00%",10:37
REALIA BUSINESS,"1,06",baixada,"-0,47%","-0,01","176,16","664,15","40,77","0,00%",09:32
REE,"18,27",pujada,"+0,30%","0,06","2.646.817,23","9.890,94","14,17","5,24%",10:41
RENO DE MEDICI,"0,606",baixada,"-1,46%","-0,009","2.672,46","225,01","12,19","0,00%",09:00
RENTA 4 SERVICIOS,"5,91",baixada,"-0,84%","-0,05","3.226,86","240,50","19,61","1,54%",12/10
RENTA CORPORACION,"2,890",pujada,"+0,35%","0,010","5.928,04","94,72","0,00","0,00%",09:12
REPSOL,"15,48",pujada,"+0,81%","0,13","9.999.294,28","23.674,64","10,99","5,24%",10:40
REYAL URBIS,"0,12",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",12/10
RIOJANAS,"5,31",pujada,"+1,92%","0,10","2.325,78","27,05","0,00","0,00%",09:51
Reig Jofre,"2,59",baixada,"-3,29%","-0,09","10,36","166,09","23,74","1,26%",09:00
SABADELL,"1,69",pujada,"+1,02%","0,02","3.960.944,37","9.508,14","11,84","3,62%",10:40
SACYR,"1,99",pujada,"+1,53%","0,03","460.038,75","1.063,56","7,57","0,00%",10:40
SAETA YIELD,"9,63",pujada,"+1,50%","0,14","501.547,23","782,89","16,10","8,14%",10:35
SANTANDER,"5,62",baixada,"-0,18%","-0,01","25.163.347,85","90.388,63","12,29","3,81%",10:40
SEDA BARCELONA,"0,73",pujada,"+0,00%","0,00","0,00","26,44","0,00","0,00%",13/11
SNIACE,"0,17",baixada,"-0,60%","-0,00","18.465,55","57,56","0,00","0,00%",10:31
SOLARIA ENERGIA,"1,38",pujada,"+4,94%","0,07","291.332,22","146,87","20,71","0,00%",10:38
SOTOGRANDE,"3,02",pujada,"+0,00%","0,00","0,00","135,64","0,00","0,00%",12/10
SPS,"0,90",baixada,"-0,56%","-0,01","2.732,42","49,09","0,00","0,00%",09:39
TALGO,"4,27",pujada,"+1,76%","0,07","58.518,54","581,76","9,40","1,81%",10:34
TECNICAS REUNIDAS,"25,91",pujada,"+1,57%","0,40","1.748.258,56","1.448,54","10,49","5,40%",10:39
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"9,20",pujada,"+0,34%","0,03","10.703.982,65","46.156,37","12,35","4,44%",10:41
TELEPIZZA GROUP,"4,93",pujada,"+0,53%","0,03","33.244,84","493,23","14,76","0,51%",10:24
TUBACEX,"2,86",pujada,"+1,42%","0,04","160.947,88","379,65","84,41","0,33%",10:37
TUBOS REUNIDOS,"0,87",pujada,"+2,37%","0,02","27.639,13","151,10","0,00","0,00%",10:38
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",12/10
VERTICE TRESCIENTO,"0,044",pujada,"+0,00%","0,000","0,00","0,00","16,26","0,00%",12/10
VIDRALA,"75,90",baixada,"-0,39%","-0,30","155.428,30","1.873,21","22,71","1,10%",10:34
VISCOFAN,"51,16",pujada,"+0,27%","0,14","726.943,82","2.384,71","19,04","2,83%",10:37
VOCENTO,"1,37",pujada,"+0,74%","0,01","12.382,47","166,84","13,10","0,00%",09:32
ZARDOYA OTIS,"9,11",pujada,"+0,11%","0,01","55.006,80","4.290,63","27,15","3,46%",10:27
