Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,90",pujada,"+1,66%","0,08","3.088,10","45,45","0,00","0,00%",17:38
ABENGOA,"0,04",pujada,"+20,00%","0,01","3.185.269,10","57,31","0,00","0,00%",17:38
ABENGOA CL.B,"0,01",pujada,"+18,18%","0,00","3.427.596,93","206,39","0,00","0,00%",17:38
ABERTIS,"18,93",baixada,"-0,21%","-0,04","61.357.376,19","18.797,44","20,32","3,99%",17:38
ACCIONA,"66,96",baixada,"-0,27%","-0,18","4.766.685,65","3.818,64","15,64","4,34%",17:38
ACERINOX,"12,60",pujada,"+1,29%","0,16","13.607.627,93","3.474,31","16,39","3,63%",17:38
ACS,"32,71",baixada,"-0,44%","-0,15","13.328.471,76","10.283,24","13,50","3,60%",17:38
ADVEO,"2,75",baixada,"-1,08%","-0,03","21.882,52","58,70","17,10","0,00%",17:38
AENA,"153,00",pujada,"+0,92%","1,40","23.446.590,55","22.845,00","19,18","2,63%",17:38
AIRBUS,"83,35",pujada,"+3,26%","2,65","504.551,05","64.668,03","24,74","1,77%",17:38
ALANTRA,"12,00",pujada,"+0,00%","0,00","43.095,45","426,44","11,54","7,61%",17:38
ALBA,"49,00",pujada,"+0,45%","0,22","721.958,63","2.866,61","7,15","2,00%",17:38
ALMIRALL,"8,17",pujada,"+0,25%","0,02","1.778.738,37","1.414,74","0,00","2,35%",17:38
AMADEUS,"56,20",baixada,"-0,81%","-0,46","25.261.885,66","24.653,05","24,38","1,86%",17:38
AMPER,"0,19",pujada,"+2,13%","0,00","958.512,56","161,56","0,00","0,00%",17:38
APPLUS SERVICES,"11,33",pujada,"+0,62%","0,07","1.915.497,25","1.746,65","17,98","1,12%",17:38
ARCELORMITTAL,"25,83",pujada,"+0,53%","0,14","17.478.236,73","26.160,73","0,00","0,00%",17:38
AXIA REAL ESTATE,"16,00",baixada,"-0,93%","-0,15","1.051.399,86","1.270,14","45,40","1,73%",17:38
AZKOYEN,"8,09",pujada,"+0,00%","0,00","39.646,03","204,01","17,72","0,00%",17:38
Atresmedia,"8,55",pujada,"+1,30%","0,11","3.312.393,53","1.928,90","13,40","6,20%",17:38
BANKIA,"4,05",pujada,"+0,15%","0,01","24.003.359,78","11.597,95","14,14","3,09%",17:38
BANKINTER,"7,96",pujada,"+0,94%","0,07","10.754.172,13","7.119,02","15,28","3,22%",17:38
BARON DE LEY,"112,00",pujada,"+1,16%","1,30","8.617,00","471,80","20,11","0,00%",17:38
BBVA,"7,26",pujada,"+1,11%","0,08","129.664.479,30","48.282,17","11,53","3,42%",17:38
BIOSEARCH,"0,49",pujada,"+1,03%","0,01","20.471,57","28,56","0,00","0,00%",17:38
BME,"28,430",baixada,"-0,42%","-0,120","3.533.423,55","2.383,88","15,02","6,34%",17:38
CAIXABANK,"3,87",pujada,"+0,91%","0,04","74.280.855,88","23.058,44","13,61","3,64%",17:38
CELLNEX TELECOM,"20,83",pujada,"+0,24%","0,05","11.662.487,54","4.822,49","70,34","0,48%",17:38
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,13",baixada,"-0,33%","-0,08","2.399.832,22","3.110,19","14,40","2,14%",17:38
CLINICA BAVIERA,"8,40",pujada,"+0,60%","0,05","21.000,00","136,98","23,00","2,38%",17:38
COCA-COLA EUR,"35,42",baixada,"-0,38%","-0,14","7.360,28","17.142,26","16,62","2,36%",17:38
CODERE,"0,37",pujada,"+2,78%","0,01","238.471,51","942,97","0,00","0,00%",17:38
COEMAC,"0,40",pujada,"+1,28%","0,01","44.061,13","76,04","59,43","0,00%",17:38
DEOLEO SA,"0,21",pujada,"+2,50%","0,01","113.227,64","236,71","112,00","0,00%",17:38
DIA,"4,36",baixada,"-0,02%","-0,00","12.667.477,39","2.716,40","10,85","4,75%",17:38
DOGI INTL FABRICS,"3,61",pujada,"+1,29%","0,05","51.387,89","260,44","0,00","0,00%",17:38
DURO FELGUERA,"0,50",baixada,"-3,85%","-0,02","218.587,52","80,00","0,00","0,00%",17:38
EBRO FOODS,"20,84",pujada,"+0,17%","0,04","2.597.626,74","3.200,40","17,30","3,25%",17:38
EDREAMS ODIGEO REG,"2,61",pujada,"+2,80%","0,07","326.166,29","279,63","8,69","0,00%",17:38
ELECNOR,"12,20",pujada,"+1,08%","0,13","101.223,33","1.046,61","11,41","2,30%",17:38
ENAGAS,"24,01",baixada,"-0,02%","-0,01","18.482.125,45","5.724,85","12,26","6,06%",17:38
ENCE,"5,070",pujada,"+6,18%","0,295","4.899.514,59","1.225,21","14,49","3,26%",17:38
ENDESA,"18,97",baixada,"-0,73%","-0,14","18.842.021,56","20.105,70","15,25","6,90%",17:38
ERCROS,"2,61",pujada,"+1,52%","0,04","1.033.966,47","292,32","7,02","0,00%",17:38
EUROPAC,"8,24",pujada,"+1,10%","0,09","310.354,73","785,31","12,85","3,71%",17:38
EUSKALTEL,"7,22",baixada,"-2,05%","-0,15","3.310.079,94","1.295,36","18,09","4,89%",17:38
FAES FARMA,"2,970",pujada,"+2,59%","0,075","2.373.420,24","752,15","17,64","0,91%",17:38
FCC,"8,50",pujada,"+1,00%","0,08","447.606,57","3.193,50","17,91","0,00%",17:38
FERROCARRILES,"34,55",pujada,"+0,73%","0,25","1.012.355,90","1.176,52","26,28","1,68%",17:38
FERSA ENERGIAS,"0,46",pujada,"+0,00%","0,00","8.890,40","63,70","91,57","0,00%",17:38
FLUIDRA,"8,55",baixada,"-1,04%","-0,09","807.734,24","972,55","25,84","1,73%",17:38
GAM,"1,35",pujada,"+0,00%","0,00","675,00","44,94","0,00","0,00%",17:38
GAMESA,"11,00",baixada,"-0,18%","-0,02","21.994.208,21","7.485,77","11,74","1,42%",17:38
GAS NATURAL,"18,39",baixada,"-0,14%","-0,03","11.726.749,27","18.412,68","14,27","5,43%",17:38
GLOBAL DOMINION,"4,50",pujada,"+3,21%","0,14","1.058.024,82","754,26","25,18","0,00%",17:38
