Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,81",baixada,"-3,02%","-0,15","27.887,09","46,29","0,00","0,00%",16:15
ABENGOA,"0,03",pujada,"+3,57%","0,00","113.454,13","49,12","0,00","0,00%",16:59
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","128.656,19","189,19","0,00","0,00%",16:57
ABERTIS,"18,98",baixada,"-0,45%","-0,09","43.496.697,26","18.792,49","18,70","4,35%",17:00
ACCIONA,"67,40",baixada,"-0,35%","-0,24","4.948.600,78","3.866,74","15,82","4,29%",17:01
ACERINOX,"12,42",pujada,"+0,08%","0,01","3.953.705,90","3.427,38","16,06","3,65%",17:00
ACS,"32,92",baixada,"-1,16%","-0,39","7.476.522,71","10.382,36","12,37","3,85%",17:00
ADVEO,"2,74",baixada,"-0,72%","-0,02","34.015,42","59,55","18,09","0,00%",16:05
AENA,"152,10",baixada,"-1,01%","-1,55","9.361.043,65","22.785,00","19,04","2,66%",16:59
AIRBUS,"81,15",pujada,"+0,62%","0,50","171.562,30","63.312,72","23,66","1,85%",16:49
ALANTRA,"12,00",pujada,"+0,17%","0,02","9.596,99","417,56","11,54","7,61%",12:55
ALBA,"49,28",baixada,"-1,54%","-0,77","261.296,26","2.874,77","7,06","2,02%",17:00
ALMIRALL,"8,14",pujada,"+0,62%","0,05","1.189.728,00","1.409,55","104,50","2,15%",17:00
AMADEUS,"56,56",pujada,"+0,43%","0,24","12.910.986,34","24.789,08","24,64","1,83%",17:00
AMPER,"0,19",baixada,"-0,53%","-0,00","110.960,07","158,21","0,00","0,00%",16:44
APERAM,"47,00",pujada,"+0,05%","0,03","27.381,64","4.008,49","0,00","0,00%",15:47
APPLUS SERVICES,"11,26",pujada,"+0,99%","0,11","1.243.235,91","1.752,11","18,02","1,14%",16:58
ARCELORMITTAL,"25,61",pujada,"+1,87%","0,47","24.691.755,59","26.262,92","0,00","0,00%",17:00
AXIA REAL ESTATE,"16,12",baixada,"-1,23%","-0,20","1.333.234,68","1.270,93","46,60","1,69%",16:59
AZKOYEN,"8,20",pujada,"+0,55%","0,05","52.360,48","206,53","16,82","0,00%",16:37
Atresmedia,"8,51",baixada,"-2,30%","-0,20","4.781.544,33","1.922,16","13,48","6,29%",17:01
BANKIA,"4,04",baixada,"-1,46%","-0,06","11.204.998,38","11.615,23","13,93","3,13%",17:00
BANKINTER,"7,94",baixada,"-1,60%","-0,13","7.915.307,58","7.126,21","14,94","3,28%",17:00
