Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
FERSA ENERGIAS,"0,46",pujada,"+2,22%","0,01","14.593,33","64,40","91,57","0,00%",13:29
FLUIDRA,"8,45",pujada,"+2,67%","0,22","1.052.287,72","950,59","23,54","1,92%",15:27
GAM,"1,35",pujada,"+3,85%","0,05","20.808,35","44,28","0,00","0,00%",15:12
GAMESA,"11,78",pujada,"+4,43%","0,50","16.499.144,70","8.003,43","13,54","1,42%",15:29
GAS NATURAL,"18,34",pujada,"+0,77%","0,14","17.250.106,02","18.372,66","14,02","5,49%",15:28
GLOBAL DOMINION,"4,47",pujada,"+1,85%","0,08","492.124,66","757,65","25,82","0,00%",15:22
GR.EMPRES.SAN JOSE,"3,05",pujada,"+3,74%","0,11","220.691,89","196,38","0,00","0,00%",15:09
GRIFOLS,"25,73",pujada,"+3,46%","0,86","6.667.619,29","10.932,36","24,90","1,41%",15:28
GRIFOLS CL.B,"19,10",pujada,"+2,50%","0,47","758.710,00","4.982,76","0,00","0,00%",15:28
GRUPO CATALANA OCC,"35,68",pujada,"+0,82%","0,29","501.338,18","4.273,20","12,73","2,18%",15:27
GRUPO EZENTIS SA,"0,58",pujada,"+4,74%","0,03","410.915,00","139,84","24,97","0,00%",15:28
GRUPO FERROVIAL,"30,83",baixada,"0,00%","0,00","0,00","4.324,36","0,00","0,00%",4/12
GRUPO PRISA,"2,81",pujada,"+9,74%","0,25","248.868,81","219,58","4,63","0,00%",15:24
HISPANIA ACTIVOS,"14,50",pujada,"+3,31%","0,47","806.912,23","1.577,50","19,90","3,57%",15:24
IAG (IBERIA),"7,19",pujada,"+1,75%","0,12","29.281.266,43","15.327,66","7,14","3,76%",15:28
IBERDROLA,"6,88",pujada,"+2,92%","0,20","39.198.504,23","43.287,61","15,47","4,90%",15:29
IBERPAPEL GESTION,"26,76",pujada,"+0,04%","0,01","26.867,27","295,12","14,86","2,36%",14:50
INDITEX,"32,22",pujada,"+3,07%","0,96","43.508.278,21","100.044,53","28,42","2,37%",15:29
INDRA,"13,21",baixada,"-0,38%","-0,05","7.854.330,19","2.330,95","19,49","0,00%",15:28
INM. COLONIAL,"7,87",pujada,"+2,88%","0,22","8.543.574,33","3.080,89","33,26","2,51%",15:28
INMO DEL SUR,"10,60",pujada,"+0,00%","0,00","21.200,00","179,90","0,00","0,00%",09:07
INYPSA,"0,170",pujada,"+3,03%","0,005","150.849,60","62,95","0,00","0,00%",15:28
LABORATORIOS FARMA,"16,06",pujada,"+0,25%","0,04","19.687,16","815,00","44,50","1,03%",12:54
LAR ESPANA,"8,06",pujada,"+1,40%","0,11","1.323.458,24","747,01","28,57","5,03%",15:25
LIBERBANK,"0,39",pujada,"+1,03%","0,00","2.623.387,18","366,73","9,87","0,00%",15:28
LINGOTES,"15,41",pujada,"+0,03%","0,01","263.930,05","151,50","0,00","0,00%",15:02
LOGISTA,"19,97",baixada,"-0,35%","-0,07","912.156,84","2.658,98","14,88","5,01%",15:25
MAPFRE,"2,77",pujada,"+3,20%","0,09","11.553.902,48","8.518,04","12,51","5,40%",15:28
MEDIASET,"9,187",pujada,"+2,02%","0,182","7.279.968,04","3.085,68","15,53","6,11%",15:28
MELIA HOTELS INTL,"11,69",pujada,"+1,78%","0,21","4.612.783,32","2.686,34","22,32","1,28%",15:28
MERLIN PROP.,"11,06",pujada,"+3,17%","0,34","13.521.252,08","5.179,22","18,48","4,20%",15:29
MIQUEL Y COSTAS,"30,67",pujada,"+2,51%","0,75","203.768,13","638,91","17,34","1,59%",15:02
MONTEBALITO,"2,230",baixada,"-0,89%","-0,020","37.376,14","68,70","0,00","0,00%",14:07
NATRA,"0,43",pujada,"+8,86%","0,04","115.325,35","20,89","2,11","0,00%",15:27
NATURHOUSE HEALTH,"4,20",baixada,"-1,41%","-0,06","245.684,79","252,00","11,21","7,96%",15:26
NH HOTELES,"5,400",pujada,"+1,41%","0,075","1.488.726,68","1.887,96","43,03","0,94%",15:28
NICOLAS CORREA,"2,71",pujada,"+2,85%","0,08","25.792,15","32,89","0,00","0,00%",15:06
OHL,"4,95",pujada,"+4,34%","0,21","8.536.746,92","1.480,95","16,45","1,05%",15:28
ORYZON GENOMICS,"1,96",pujada,"+7,64%","0,14","114.986,39","64,91","0,00","0,00%",13:48
PARQUES REUNIDOS,"13,36",pujada,"+0,83%","0,11","83.234,95","1.079,12","19,49","1,89%",15:28
PHARMA MAR R,"3,02",pujada,"+2,55%","0,08","1.016.578,15","672,40","0,00","0,00%",15:28
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,93",pujada,"+0,30%","0,03","49.764,75","169,13","14,24","2,66%",12:43
PROSEGUR,"6,47",pujada,"+1,09%","0,07","677.719,20","3.998,97","23,70","1,73%",15:23
QUABIT INMOBIL.,"1,53",pujada,"+1,79%","0,03","70.463,60","118,62","0,00","0,00%",15:02
REALIA BUSINESS,"1,08",pujada,"+2,37%","0,03","91.358,84","696,39","42,58","0,00%",15:03
REE,"18,95",pujada,"+3,05%","0,56","13.957.587,86","10.221,00","14,81","5,00%",15:28
RENTA 4 SERVICIOS,"5,99",pujada,"+1,53%","0,09","4.322,67","240,90","19,61","1,54%",14:55
RENTA CORPORACION,"2,710",pujada,"+5,65%","0,145","364.555,47","90,44","12,83","6,63%",15:24
REPSOL,"15,95",pujada,"+2,57%","0,40","33.127.444,89","24.346,69","11,10","5,15%",15:28
RIOJANAS,"5,24",baixada,"-1,50%","-0,08","46.368,27","27,05","0,00","0,00%",13:41
Reig Jofre,"2,60",pujada,"+0,00%","0,00","50.639,42","168,53","23,74","1,26%",15:03
SABADELL,"1,67",pujada,"+4,85%","0,08","48.837.491,23","9.345,28","11,34","3,78%",15:28
SACYR,"2,21",pujada,"+2,79%","0,06","4.444.229,95","1.177,11","6,32","0,00%",15:28
SAETA YIELD,"9,54",pujada,"+1,50%","0,14","397.705,16","779,39","16,21","8,09%",15:22
SANTANDER,"5,83",pujada,"+2,39%","0,14","140.780.955,14","93.644,87","12,30","3,85%",15:29
SNIACE,"0,19",pujada,"+1,61%","0,00","344.620,21","65,98","0,00","0,00%",15:05
SOLARIA ENERGIA,"1,41",pujada,"+3,68%","0,05","276.522,50","152,90","22,80","0,00%",15:22
TALGO,"4,24",pujada,"+1,56%","0,07","317.369,98","580,53","10,17","1,76%",15:18
TECNICAS REUNIDAS,"27,34",pujada,"+3,17%","0,84","9.493.095,16","1.524,56","10,88","5,28%",15:28
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,93",pujada,"+2,74%","0,24","72.555.510,18","44.871,73","12,07","4,60%",15:28
TELEPIZZA GROUP,"5,00",pujada,"+2,04%","0,10","2.577.676,96","505,62","15,02","0,00%",15:28
TUBACEX,"2,96",pujada,"+1,72%","0,05","406.455,28","392,95","80,40","0,34%",15:26
TUBOS REUNIDOS,"0,87",pujada,"+4,85%","0,04","243.631,12","153,72","0,00","0,00%",14:58
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",27/10
VIDRALA,"76,40",baixada,"-0,07%","-0,05","199.771,20","1.894,29","22,29","1,11%",15:26
VISCOFAN,"50,60",pujada,"+0,80%","0,40","1.512.205,26","2.358,15","18,66","2,91%",15:28
VOCENTO,"1,49",pujada,"+1,02%","0,02","69.243,68","185,58","15,31","0,00%",15:03
ZARDOYA OTIS,"9,25",pujada,"+1,09%","0,10","1.328.837,91","4.351,79","27,73","3,50%",15:29
