Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,87",baixada,"-1,02%","-0,05","5.756,34","45,17","0,00","0,00%",27/10
ABENGOA,"0,03",pujada,"+0,00%","0,00","790.147,58","52,40","0,00","0,00%",27/10
ABENGOA CL.B,"0,01",pujada,"+9,09%","0,00","325.623,73","206,39","0,00","0,00%",27/10
ABERTIS,"18,90",pujada,"+0,00%","0,00","80.523.408,57","18.797,44","20,32","3,99%",27/10
ACCIONA,"68,30",pujada,"+0,60%","0,41","8.638.845,71","3.893,65","15,64","4,34%",27/10
ACERINOX,"11,93",baixada,"-1,93%","-0,24","18.712.803,70","3.283,82","16,39","3,63%",27/10
ACS,"32,79",baixada,"-0,82%","-0,27","18.854.968,42","10.258,07","13,50","3,60%",27/10
ADVEO,"2,62",baixada,"-1,50%","-0,04","106.918,91","55,06","17,10","0,00%",27/10
AENA,"151,55",baixada,"-1,59%","-2,45","40.394.177,70","22.950,00","19,18","2,63%",27/10
AIRBUS,"86,70",pujada,"+0,76%","0,65","494.446,00","66.952,71","24,74","1,77%",27/10
ALANTRA,"12,28",pujada,"+0,16%","0,02","23.097,79","436,39","11,54","7,61%",27/10
ALBA,"48,35",baixada,"-0,90%","-0,44","243.278,57","2.830,47","7,15","2,00%",27/10
ALMIRALL,"8,16",pujada,"+0,62%","0,05","2.810.122,75","1.406,09","0,00","2,35%",27/10
AMADEUS,"57,06",baixada,"-0,83%","-0,48","33.643.988,92","25.091,87","24,38","1,86%",27/10
AMPER,"0,18",baixada,"-2,66%","-0,01","658.536,67","154,86","0,00","0,00%",27/10
APERAM,"44,90",baixada,"-1,76%","-0,81","155.481,82","3.838,36","0,00","0,00%",27/10
APPLUS SERVICES,"11,34",baixada,"-0,70%","-0,08","3.028.641,14","1.775,51","17,98","1,12%",27/10
ARCELORMITTAL,"25,03",baixada,"-1,71%","-0,44","19.034.915,70","25.547,59","0,00","0,00%",27/10
AXIA REAL ESTATE,"15,81",baixada,"-1,28%","-0,21","1.759.371,23","1.259,47","45,40","1,73%",27/10
