Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,96",pujada,"+1,22%","0,06","6.916,53","45,45","0,00","0,00%",20/10
ABENGOA,"0,03",baixada,"-3,45%","-0,00","180.979,24","49,12","0,00","0,00%",20/10
ABENGOA CL.B,"0,01",pujada,"+9,09%","0,00","143.594,12","189,19","0,00","0,00%",20/10
ABERTIS,"19,06",pujada,"+1,49%","0,28","112.578.808,03","18.742,97","18,70","4,35%",20/10
ACCIONA,"67,64",baixada,"-1,31%","-0,90","8.229.274,11","3.894,22","15,82","4,29%",20/10
ACERINOX,"12,41",pujada,"+1,76%","0,22","14.874.278,07","3.427,38","16,06","3,65%",20/10
ACS,"33,30",baixada,"-0,45%","-0,15","21.237.369,24","10.454,73","12,37","3,85%",20/10
ADVEO,"2,76",pujada,"+1,83%","0,05","11.184,85","59,34","18,09","0,00%",20/10
AENA,"153,65",pujada,"+0,33%","0,50","26.535.977,00","23.017,50","19,04","2,66%",20/10
AIRBUS,"80,65",baixada,"-0,37%","-0,30","155.017,15","62.460,80","23,66","1,85%",20/10
ALANTRA,"11,98",pujada,"+0,83%","0,10","7.379,20","425,73","11,54","7,61%",20/10
ALBA,"50,05",baixada,"-0,20%","-0,10","875.064,00","2.920,83","7,06","2,02%",20/10
ALMIRALL,"8,09",baixada,"-1,58%","-0,13","2.681.067,78","1.407,82","104,50","2,15%",20/10
AMADEUS,"56,32",baixada,"-1,30%","-0,74","57.915.888,14","24.604,78","24,64","1,83%",20/10
AMPER,"0,19",pujada,"+1,61%","0,00","557.354,01","159,88","0,00","0,00%",20/10
APERAM,"46,98",baixada,"-0,23%","-0,11","127.951,49","4.016,19","0,00","0,00%",20/10
APPLUS SERVICES,"11,15",baixada,"-0,27%","-0,03","2.561.867,29","1.752,11","18,02","1,14%",20/10
ARCELORMITTAL,"25,14",pujada,"+1,95%","0,48","34.693.240,05","25.956,35","0,00","0,00%",20/10
AXIA REAL ESTATE,"16,32",baixada,"-1,09%","-0,18","1.574.848,73","1.296,62","46,60","1,69%",20/10
AZKOYEN,"8,15",pujada,"+1,49%","0,12","202.045,65","204,64","16,82","0,00%",20/10
Atresmedia,"8,71",baixada,"-1,58%","-0,14","3.817.200,96","1.967,07","13,48","6,29%",20/10
BANKIA,"4,10",pujada,"+1,51%","0,06","20.738.321,58","11.762,07","13,93","3,13%",20/10
BANKINTER,"8,07",pujada,"+0,46%","0,04","10.721.709,47","7.238,57","14,94","3,28%",20/10
BARON DE LEY,"112,00",pujada,"+1,52%","1,70","185.719,15","471,80","19,26","0,00%",20/10
BAYER,"118,90",baixada,"-1,79%","-2,15","172.427,05","97.827,93","0,00","0,00%",20/10
BBVA,"7,32",pujada,"+1,36%","0,10","170.623.973,72","48.942,29","11,52","3,41%",20/10
BIOSEARCH,"0,48",baixada,"-1,03%","-0,01","31.066,36","27,70","0,00","0,00%",20/10
BME,"28,380",pujada,"+0,14%","0,040","2.896.631,28","2.371,34","15,28","6,23%",20/10
CAIXABANK,"3,86",baixada,"-0,69%","-0,03","61.680.743,23","23.136,20","13,84","3,48%",20/10
CELLNEX TELECOM,"20,75",pujada,"+0,97%","0,20","19.135.044,79","4.800,48","68,95","0,49%",20/10
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,20",pujada,"+0,33%","0,08","2.032.180,00","3.121,80","14,38","2,14%",20/10
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",20/10
CLINICA BAVIERA,"8,35",baixada,"-1,80%","-0,15","2.147,00","133,72","23,00","2,38%",20/10
CODERE,"0,37",pujada,"+0,00%","0,00","570.385,84","942,97","0,00","0,00%",20/10
COEMAC,"0,39",baixada,"-1,28%","-0,01","52.722,45","76,04","59,43","0,00%",20/10
DEOLEO SA,"0,21",pujada,"+0,00%","0,00","193.700,98","248,26","93,33","0,00%",20/10
DIA,"4,42",pujada,"+1,03%","0,05","13.775.613,37","2.744,41","10,42","4,80%",20/10
DOGI INTL FABRICS,"3,66",pujada,"+3,39%","0,12","118.797,44","262,82","0,00","0,00%",20/10
DURO FELGUERA,"0,50",baixada,"-1,96%","-0,01","66.437,23","81,60","51,00","4,31%",20/10
EBRO FOODS,"20,80",pujada,"+0,24%","0,05","3.517.759,10","3.203,48","17,07","3,29%",20/10
EDREAMS ODIGEO REG,"2,56",baixada,"-0,81%","-0,02","207.658,23","274,23","8,19","0,00%",20/10
ELECNOR,"12,15",pujada,"+0,83%","0,10","188.987,54","1.037,04","11,22","2,34%",20/10
ENAGAS,"24,11",baixada,"-0,08%","-0,02","16.611.692,90","5.771,40","12,38","6,00%",20/10
ENCE,"4,730",pujada,"+1,18%","0,055","2.099.846,11","1.159,94","14,17","3,34%",20/10
ENDESA,"19,22",pujada,"+0,60%","0,12","25.308.476,76","20.523,91","15,82","6,70%",20/10
ENEL GREEN POWER,"1,93",pujada,"+0,00%","0,00","86.618,27","9.655,00","23,54","1,59%",1/04
ERCROS,"2,55",baixada,"-0,47%","-0,01","601.804,34","283,11","7,02","0,00%",20/10
EUROPAC,"7,96",pujada,"+0,51%","0,04","215.942,04","759,55","12,71","3,75%",20/10
EUSKALTEL,"7,37",baixada,"-0,58%","-0,04","2.768.791,58","1.325,01","19,15","4,47%",20/10
FAES FARMA,"2,875",pujada,"+0,52%","0,015","595.142,19","731,75","17,21","0,94%",20/10
FCC,"8,12",pujada,"+1,22%","0,10","262.945,28","3.088,94","17,61","0,00%",20/10
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"34,43",pujada,"+0,50%","0,17","468.698,22","1.176,86","25,97","1,70%",20/10
FERROVIAL,"18,45",baixada,"-1,63%","-0,31","46.050.871,43","13.610,86","33,90","3,17%",20/10
FERSA ENERGIAS,"0,47",pujada,"+3,33%","0,02","32.788,92","64,40","91,57","0,00%",20/10
FLUIDRA,"8,65",baixada,"-2,59%","-0,23","630.169,60","984,94","26,29","1,70%",20/10
FUNESPANA,"7,41",pujada,"+1,21%","0,09","22,50","135,77","0,00","0,00%",20/10
GAM,"1,35",pujada,"+3,05%","0,04","8.830,50","44,94","0,00","0,00%",20/10
GAMESA,"11,28",baixada,"-4,33%","-0,51","59.255.545,21","7.979,59","13,19","1,28%",20/10
GAS NATURAL,"18,41",baixada,"-0,22%","-0,04","26.980.569,83","18.462,72","14,46","5,33%",20/10
GESTAMP AUTOM,"5,30",pujada,"+1,53%","0,08","3.124.257,21","3.023,75","12,89","2,26%",20/10
GLOBAL DOMINION,"4,28",pujada,"+3,13%","0,13","1.321.719,39","725,45","24,20","0,00%",20/10
GR.EMPRES.SAN JOSE,"2,99",baixada,"-1,32%","-0,04","826.222,74","195,08","0,00","0,00%",20/10
GRIFOLS,"24,32",pujada,"+0,12%","0,03","13.493.877,42","10.352,82","24,20","1,46%",20/10
GRUPO CATALANA OCC,"34,94",pujada,"+0,98%","0,34","1.764.021,37","4.202,40","12,41","2,23%",20/10
GRUPO EZENTIS SA,"0,57",pujada,"+1,24%","0,01","602.401,20","139,84","27,02","0,00%",20/10
GRUPO PRISA,"2,97",baixada,"-3,26%","-0,10","367.090,77","233,44","6,24","0,00%",20/10
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"14,18",baixada,"-3,11%","-0,46","4.394.566,99","1.530,01","21,16","3,38%",20/10
IAG (IBERIA),"7,37",pujada,"+1,61%","0,12","21.168.472,50","15.754,25","7,10","3,80%",20/10
IBERDROLA,"6,70",pujada,"+0,24%","0,02","79.168.160,67","42.390,53","15,54","4,87%",20/10
IBERPAPEL GESTION,"27,50",baixada,"-0,90%","-0,25","160.543,11","298,84","14,71","2,38%",20/10
INDITEX,"30,99",pujada,"+0,31%","0,10","99.124.478,24","96.429,21","28,35","2,37%",20/10
INDRA,"13,29",pujada,"+1,84%","0,24","10.676.133,18","2.351,27","19,41","0,00%",20/10
INM. COLONIAL,"7,71",baixada,"-1,53%","-0,12","8.152.263,89","3.062,84","34,69","2,38%",20/10
INMO DEL SUR,"10,79",pujada,"+0,09%","0,01","12.308,00","183,30","0,00","0,00%",20/10
INYPSA,"0,170",pujada,"+3,03%","0,005","306.423,17","61,10","0,00","0,00%",20/10
LABORATORIOS FARMA,"15,34",baixada,"-1,17%","-0,18","93.916,83","755,00","42,89","1,03%",20/10
LAR ESPANA,"8,16",baixada,"-0,55%","-0,05","721.517,25","756,37","29,43","4,89%",20/10
LIBERBANK,"0,70",baixada,"-2,50%","-0,02","380.511,69","661,94","7,52","0,00%",20/10
