Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
EUROPAC,"7,95",pujada,"+1,02%","0,08","677.493,44","770,67","12,43","3,84%",12/10
EUSKALTEL,"7,72",baixada,"-0,37%","-0,03","1.826.786,78","1.383,61","18,38","4,66%",12/10
FAES FARMA,"2,820",pujada,"+0,53%","0,015","351.116,92","713,91","17,33","0,93%",12/10
FCC,"7,98",pujada,"+0,23%","0,02","176.371,11","3.033,63","18,18","0,00%",12/10
FERROCARRILES,"34,52",pujada,"+0,94%","0,32","509.457,50","1.176,86","25,96","1,70%",12/10
FERSA ENERGIAS,"0,45",baixada,"-1,10%","-0,01","54.442,30","64,40","91,57","0,00%",12/10
FLUIDRA,"8,86",pujada,"+1,20%","0,11","1.022.132,95","996,77","24,56","1,82%",12/10
GAM,"1,35",pujada,"+2,27%","0,03","32.997,88","44,94","0,00","0,00%",12/10
GAMESA,"12,56",baixada,"-1,65%","-0,21","34.490.445,30","8.548,35","12,94","1,55%",12/10
GAS NATURAL,"18,56",baixada,"-0,72%","-0,14","27.578.281,22","18.492,74","14,13","5,46%",12/10
GLOBAL DOMINION,"4,14",pujada,"+0,24%","0,01","88.028,95","698,33","23,76","0,00%",12/10
GR.EMPRES.SAN JOSE,"2,96",baixada,"-5,13%","-0,16","907.056,78","195,08","0,00","0,00%",12/10
GRIFOLS,"24,25",pujada,"+0,12%","0,03","9.613.850,80","10.340,04","24,50","1,45%",12/10
GRIFOLS CL.B,"17,85",baixada,"-0,36%","-0,07","525.376,06","4.674,28","0,00","0,00%",12/10
GRUPO CATALANA OCC,"34,41",pujada,"+0,67%","0,23","922.397,95","4.131,60","12,09","2,29%",12/10
GRUPO EZENTIS SA,"0,59",pujada,"+0,17%","0,00","139.690,09","141,05","27,15","0,00%",12/10
GRUPO FERROVIAL,"30,83",baixada,"0,00%","0,00","0,00","4.324,36","0,00","0,00%",4/12
GRUPO PRISA,"3,35",baixada,"-5,69%","-0,20","267.415,40","264,15","6,16","0,00%",12/10
HISPANIA ACTIVOS,"15,11",pujada,"+0,07%","0,01","1.893.557,57","1.653,37","21,07","3,57%",12/10
IAG (IBERIA),"6,98",pujada,"+0,29%","0,02","14.451.020,30","14.860,53","6,96","3,88%",12/10
IBERDROLA,"6,76",pujada,"+0,31%","0,02","68.884.544,27","42.561,10","14,86","5,03%",12/10
IBERPAPEL GESTION,"26,50",pujada,"+1,40%","0,37","1.236,02","289,77","14,71","2,38%",12/10
INDITEX,"31,40",pujada,"+0,00%","0,00","52.538.272,31","97.971,96","28,13","2,39%",12/10
INDRA,"13,26",pujada,"+0,34%","0,05","4.659.451,00","2.349,50","19,14","0,00%",12/10
INM. COLONIAL,"8,04",pujada,"+0,84%","0,07","13.439.766,24","3.166,84","33,70","2,45%",12/10
INMO DEL SUR,"10,40",pujada,"+0,00%","0,00","8.640,00","176,51","0,00","0,00%",12/10
INYPSA,"0,160",pujada,"+0,00%","0,000","606.014,21","61,10","0,00","0,00%",12/10
LABORATORIOS FARMA,"15,60",pujada,"+1,09%","0,17","20.677,90","792,00","41,78","1,05%",12/10
LAR ESPANA,"8,28",pujada,"+0,11%","0,01","390.185,66","764,15","28,93","4,97%",12/10
LIBERBANK,"0,73",baixada,"-0,81%","-0,01","112.666,33","687,01","7,62","0,00%",12/10
LINGOTES,"16,02",pujada,"+2,10%","0,33","146.722,34","156,80","0,00","0,00%",12/10
LOGISTA,"21,11",pujada,"+0,64%","0,14","3.310.551,32","2.789,74","15,21","4,91%",12/10
MAPFRE,"2,67",baixada,"-2,20%","-0,06","18.803.479,65","8.262,44","10,63","5,24%",12/10
MEDIASET,"9,467",baixada,"-0,68%","-0,065","7.537.670,67","3.180,97","16,22","5,87%",12/10
MELIA HOTELS INTL,"12,30",baixada,"-0,49%","-0,06","5.167.826,80","2.828,76","23,12","1,22%",12/10
MERLIN PROP.,"11,22",pujada,"+0,27%","0,03","14.281.019,22","5.256,73","19,03","3,99%",12/10
MIQUEL Y COSTAS,"30,44",pujada,"+1,67%","0,50","97.259,76","630,03","17,27","1,60%",12/10
MONTEBALITO,"2,110",pujada,"+4,20%","0,085","34.910,49","63,30","0,00","0,00%",12/10
NATRA,"0,40",pujada,"+0,00%","0,00","6.656,60","18,99","2,11","0,00%",12/10
NATURHOUSE HEALTH,"4,44",pujada,"+4,20%","0,18","42.001,10","259,74","11,32","7,89%",12/10
NH HOTELES,"5,595",baixada,"-0,44%","-0,025","1.615.325,95","1.966,78","43,24","0,90%",12/10
NICOLAS CORREA,"2,65",pujada,"+1,53%","0,04","3.297,34","32,52","0,00","0,00%",12/10
OHL,"3,03",baixada,"-2,29%","-0,07","2.049.160,43","901,95","10,03","2,66%",12/10
ORYZON GENOMICS,"1,95",pujada,"+4,26%","0,08","42.859,68","66,44","0,00","0,00%",12/10
PARQUES REUNIDOS,"13,07",baixada,"-0,15%","-0,02","156.034,77","1.054,49","17,17","1,88%",12/10
PHARMA MAR R,"3,14",pujada,"+0,64%","0,02","636.375,46","699,12","0,00","0,00%",12/10
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,90",pujada,"+0,00%","0,00","25.741,50","168,27","14,24","2,66%",12/10
PROSEGUR,"6,60",pujada,"+0,46%","0,03","1.610.979,30","4.060,68","24,33","1,68%",12/10
QUABIT INMOBIL.,"1,49",baixada,"-0,67%","-0,01","182.970,33","115,92","0,00","0,00%",12/10
REALIA BUSINESS,"1,07",pujada,"+0,00%","0,00","20.357,43","680,27","40,77","0,00%",12/10
REE,"18,21",baixada,"-0,25%","-0,05","18.476.036,60","9.839,54","14,17","5,24%",12/10
RENTA 4 SERVICIOS,"5,91",baixada,"-0,84%","-0,05","3.226,86","240,50","19,61","1,54%",12/10
RENTA CORPORACION,"2,880",baixada,"-3,03%","-0,090","74.846,99","97,02","0,00","0,00%",12/10
REPSOL,"15,35",baixada,"-0,32%","-0,05","46.893.670,39","23.330,97","10,99","5,24%",12/10
RIOJANAS,"5,21",pujada,"+1,17%","0,06","8.653,98","27,36","0,00","0,00%",12/10
Reig Jofre,"2,68",pujada,"+3,48%","0,09","1.875,01","171,74","23,74","1,26%",12/10
SABADELL,"1,67",baixada,"-0,59%","-0,01","25.023.146,24","9.468,83","11,84","3,62%",12/10
SACYR,"1,96",baixada,"-0,76%","-0,02","2.850.801,36","1.040,10","7,57","0,00%",12/10
SAETA YIELD,"9,49",pujada,"+0,63%","0,06","1.228.215,50","773,92","16,10","8,14%",12/10
SANTANDER,"5,63",baixada,"-0,28%","-0,02","135.387.552,12","90.148,02","12,29","3,81%",12/10
SNIACE,"0,17",pujada,"+0,61%","0,00","72.723,57","57,56","0,00","0,00%",12/10
SOLARIA ENERGIA,"1,32",pujada,"+4,78%","0,06","336.820,34","145,78","20,71","0,00%",12/10
TALGO,"4,20",pujada,"+0,00%","0,00","227.531,41","573,70","9,40","1,81%",12/10
TECNICAS REUNIDAS,"25,51",baixada,"-0,60%","-0,16","12.564.797,37","1.423,11","10,49","5,40%",12/10
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"9,16",baixada,"-0,61%","-0,06","76.269.406,51","46.020,35","12,35","4,44%",12/10
TELEPIZZA GROUP,"4,90",pujada,"+1,14%","0,06","485.520,19","487,89","14,76","0,51%",12/10
TUBACEX,"2,82",baixada,"-3,26%","-0,10","717.898,78","374,34","84,41","0,33%",12/10
TUBOS REUNIDOS,"0,85",pujada,"+0,60%","0,01","44.148,28","146,73","0,00","0,00%",12/10
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",12/10
VIDRALA,"76,20",baixada,"-0,07%","-0,05","315.197,20","1.880,65","22,71","1,10%",12/10
VISCOFAN,"51,02",baixada,"-0,39%","-0,20","4.645.086,36","2.386,57","19,04","2,83%",12/10
VOCENTO,"1,36",pujada,"+1,49%","0,02","143.121,29","171,21","13,10","0,00%",12/10
ZARDOYA OTIS,"9,10",pujada,"+0,00%","0,00","1.331.919,64","4.271,82","27,15","3,46%",12/10
