Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,90",pujada,"+1,45%","0,07","39.416,94","45,55","0,00","0,00%",17:38
ABENGOA,"0,03",pujada,"+7,14%","0,00","426.398,66","47,48","0,00","0,00%",17:38
ABENGOA CL.B,"0,01",pujada,"+9,09%","0,00","332.939,46","206,39","0,00","0,00%",17:38
ABERTIS,"17,61",baixada,"-0,25%","-0,05","105.024.088,74","17.430,71","18,70","4,35%",17:38
ACCIONA,"69,54",pujada,"+1,77%","1,21","8.456.982,97","4.008,17","15,82","4,29%",17:38
ACERINOX,"12,30",baixada,"-0,77%","-0,10","10.195.739,22","3.403,91","16,06","3,65%",17:38
ACS,"31,43",pujada,"+0,29%","0,09","17.880.853,66","9.981,16","12,37","3,85%",17:38
ADVEO,"2,79",baixada,"-2,45%","-0,07","111.004,33","59,77","18,09","0,00%",17:38
AENA,"152,10",pujada,"+0,63%","0,95","18.759.430,55","22.935,00","19,04","2,66%",17:38
AIRBUS,"80,90",pujada,"+4,79%","3,70","712.016,15","61.996,12","23,66","1,85%",17:38
ALANTRA,"11,89",pujada,"+0,00%","0,00","34.398,33","416,14","11,54","7,61%",17:38
ALBA,"49,30",pujada,"+0,04%","0,02","425.571,08","2.878,85","7,06","2,02%",17:38
ALMIRALL,"8,33",pujada,"+1,09%","0,09","1.509.916,45","1.438,95","104,50","2,15%",17:38
AMADEUS,"56,73",baixada,"-0,19%","-0,11","36.373.174,85","25.118,20","24,64","1,83%",17:38
AMPER,"0,20",pujada,"+4,84%","0,01","767.308,37","164,07","0,00","0,00%",17:38
APERAM,"46,88",baixada,"-0,36%","-0,17","6.671,45","3.993,53","0,00","0,00%",17:38
APPLUS SERVICES,"11,31",pujada,"+1,89%","0,21","3.609.779,30","1.765,37","18,02","1,14%",17:38
ARCELORMITTAL,"24,50",baixada,"-0,59%","-0,15","13.478.454,93","25.000,87","0,00","0,00%",17:38
AXIA REAL ESTATE,"16,73",baixada,"-0,68%","-0,12","1.426.159,84","1.318,37","46,60","1,69%",17:38
AZKOYEN,"8,01",pujada,"+1,28%","0,10","83.732,30","201,61","16,82","0,00%",17:38
Atresmedia,"8,92",baixada,"-1,00%","-0,09","7.460.185,50","2.036,68","13,48","6,29%",17:38
BANKIA,"4,02",pujada,"+0,12%","0,01","21.410.786,38","11.632,50","13,93","3,13%",17:38
BANKINTER,"7,92",pujada,"+0,79%","0,06","10.523.166,31","7.163,06","14,94","3,28%",17:38
BARON DE LEY,"108,65",baixada,"-1,85%","-2,05","80.365,00","448,94","19,26","0,00%",17:38
BAYER,"119,20",baixada,"-0,59%","-0,70","28.883,50","97.579,84","0,00","0,00%",17:38
BBVA,"7,21",pujada,"+0,12%","0,01","106.788.476,64","48.575,55","11,52","3,41%",17:38
BIOSEARCH,"0,47",pujada,"+6,82%","0,03","42.028,92","26,54","0,00","0,00%",17:38
BME,"28,865",baixada,"-0,02%","-0,005","6.077.268,68","2.421,92","15,28","6,23%",17:38
CAIXABANK,"3,95",baixada,"-0,48%","-0,02","55.624.683,83","23.865,94","13,84","3,48%",17:38
CELLNEX TELECOM,"20,04",baixada,"-0,15%","-0,03","14.241.036,40","4.652,20","68,95","0,49%",17:38
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,36",pujada,"+0,45%","0,11","1.703.191,94","3.165,02","14,38","2,14%",17:38
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",17:38
CLINICA BAVIERA,"8,41",pujada,"+4,86%","0,39","8.753,00","133,72","23,00","2,38%",17:38
CODERE,"0,38",pujada,"+2,70%","0,01","313.321,29","942,97","0,00","0,00%",17:38
COEMAC,"0,37",pujada,"+4,23%","0,02","11.523,34","72,09","59,43","0,00%",17:38
DEOLEO SA,"0,20",pujada,"+2,63%","0,01","276.553,64","230,94","93,33","0,00%",17:38
DIA,"4,36",baixada,"-0,93%","-0,04","19.389.041,97","2.711,42","10,42","4,80%",17:38
DOGI INTL FABRICS,"3,53",baixada,"-0,87%","-0,03","89.050,39","254,18","0,00","0,00%",17:38
DURO FELGUERA,"0,50",pujada,"+0,00%","0,00","76.185,06","81,60","51,00","4,31%",17:38
EBRO FOODS,"20,60",baixada,"-0,63%","-0,13","3.194.245,28","3.179,63","17,07","3,29%",17:38
EDREAMS ODIGEO REG,"2,58",pujada,"+3,12%","0,08","706.139,85","283,84","8,19","0,00%",17:38
ELECNOR,"12,00",pujada,"+1,52%","0,18","823.752,08","1.036,17","11,22","2,34%",17:38
ENAGAS,"23,94",baixada,"-0,02%","-0,01","25.527.984,67","5.721,27","12,38","6,00%",17:38
ENCE,"4,655",pujada,"+0,22%","0,010","1.777.365,56","1.151,32","14,17","3,34%",17:38
ENDESA,"19,31",baixada,"-0,75%","-0,15","20.901.797,37","20.566,26","15,82","6,70%",17:38
ENEL GREEN POWER,"1,93",pujada,"+0,00%","0,00","86.618,27","9.655,00","23,54","1,59%",1/04
ERCROS,"2,61",pujada,"+5,28%","0,13","1.832.873,67","289,99","7,02","0,00%",17:38
EUROPAC,"7,90",pujada,"+1,15%","0,09","193.597,27","768,24","12,71","3,75%",17:38
EUSKALTEL,"7,62",baixada,"-2,37%","-0,19","3.952.571,90","1.357,70","19,15","4,47%",17:38
FAES FARMA,"2,925",pujada,"+4,09%","0,115","2.414.596,91","743,23","17,21","0,94%",17:38
FCC,"8,11",pujada,"+0,85%","0,07","413.836,30","3.048,79","17,61","0,00%",17:38
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"34,74",pujada,"+0,96%","0,33","1.134.417,35","1.190,91","25,97","1,70%",17:38
FERROVIAL,"18,68",pujada,"+1,27%","0,24","10.096.580,16","13.925,15","33,90","3,17%",17:38
FERSA ENERGIAS,"0,44",baixada,"-1,12%","-0,01","30.347,96","61,60","91,57","0,00%",17:38
FLUIDRA,"8,75",pujada,"+1,69%","0,15","1.293.913,08","984,38","26,29","1,70%",17:38
FUNESPANA,"7,41",pujada,"+1,08%","0,08","7,49","135,77","0,00","0,00%",17:38
GAM,"1,45",pujada,"+7,41%","0,10","44.648,28","47,94","0,00","0,00%",17:38
GAMESA,"12,03",pujada,"+2,47%","0,29","40.381.939,02","8.194,15","13,19","1,28%",17:38
GAS NATURAL,"18,54",baixada,"-0,48%","-0,09","27.180.467,25","18.612,82","14,46","5,33%",17:38
GESTAMP AUTOM,"5,43",baixada,"-0,11%","-0,01","1.386.708,56","3.136,55","12,89","2,26%",17:38
GLOBAL DOMINION,"4,10",baixada,"-0,73%","-0,03","459.986,04","697,48","24,20","0,00%",17:38
GR.EMPRES.SAN JOSE,"3,09",pujada,"+2,66%","0,08","793.052,26","200,93","0,00","0,00%",17:38
GRIFOLS,"24,43",pujada,"+0,76%","0,19","14.722.987,10","10.418,87","24,20","1,46%",17:38
GRUPO CATALANA OCC,"34,60",pujada,"+1,29%","0,44","1.621.938,67","4.161,60","12,41","2,23%",17:38
GRUPO EZENTIS SA,"0,60",pujada,"+1,02%","0,01","1.083.433,33","143,96","27,02","0,00%",17:38
GRUPO PRISA,"3,10",baixada,"-1,87%","-0,06","237.009,26","244,80","6,24","0,00%",17:38
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"15,07",pujada,"+1,72%","0,26","3.914.999,84","1.637,54","21,16","3,38%",17:38
IAG (IBERIA),"7,12",pujada,"+2,24%","0,16","19.611.318,64","15.067,43","7,10","3,80%",17:38
IBERDROLA,"6,70",pujada,"+0,30%","0,02","63.131.787,83","42.693,77","15,54","4,87%",17:38
IBERPAPEL GESTION,"26,60",pujada,"+0,72%","0,19","32.804,60","288,24","14,71","2,38%",17:38
INDITEX,"31,45",pujada,"+1,04%","0,33","86.695.309,79","98.595,29","28,35","2,37%",17:38
