Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,85",baixada,"-1,02%","-0,05","48,50","44,99","0,00","0,00%",09:00
ABENGOA,"0,03",pujada,"+0,00%","0,00","22.698,08","55,67","0,00","0,00%",09:25
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","1.640.150,60","206,39","0,00","0,00%",09:26
ABERTIS,"18,65",pujada,"+0,76%","0,14","9.329.799,51","18.490,42","20,15","4,06%",09:26
ACCIONA,"69,93",pujada,"+0,40%","0,28","556.361,71","4.001,87","15,80","4,30%",09:25
ACERINOX,"11,82",baixada,"-2,39%","-0,29","7.530.540,39","3.307,29","15,64","3,77%",09:27
ACS,"33,93",pujada,"+0,98%","0,33","1.454.569,54","10.613,64","13,54","3,68%",09:26
ADVEO,"2,73",baixada,"-0,73%","-0,02","18.682,69","58,48","16,23","0,00%",09:11
AENA,"154,55",pujada,"+0,39%","0,60","1.311.831,05","23.190,00","18,89","2,68%",09:26
AIRBUS,"87,35",pujada,"+2,95%","2,50","60.875,60","68.230,58","26,47","1,64%",09:14
ALANTRA,"12,39",pujada,"+0,73%","0,09","4.001,97","440,30","11,54","7,61%",09:00
ALBA,"49,94",pujada,"+1,18%","0,58","18.827,99","2.871,28","6,91","2,07%",09:15
ALMIRALL,"8,41",baixada,"-0,59%","-0,05","938.404,90","1.466,63","0,00","2,33%",09:21
AMADEUS,"58,11",pujada,"+0,38%","0,22","2.775.361,12","25.438,54","24,59","1,84%",09:25
AMPER,"0,19",pujada,"+0,00%","0,00","26.570,47","160,72","0,00","0,00%",09:25
APERAM,"44,87",baixada,"-0,07%","-0,03","314,06","3.836,22","0,00","0,00%",09:00
APPLUS SERVICES,"11,63",pujada,"+0,52%","0,06","330.293,38","1.822,31","18,29","1,10%",09:25
ARCELORMITTAL,"24,95",baixada,"-0,66%","-0,17","2.105.553,71","25.460,73","0,00","0,00%",09:26
AXIA REAL ESTATE,"16,07",baixada,"-0,19%","-0,03","20.202,38","1.265,00","43,97","1,79%",09:26
AZKOYEN,"8,07",pujada,"+0,00%","0,00","12.418,32","204,14","17,41","0,00%",09:03
Atresmedia,"8,70",pujada,"+0,69%","0,06","110.805,76","1.960,33","13,14","6,32%",09:25
BANKIA,"4,10",baixada,"-0,36%","-0,02","1.671.488,53","11.920,44","13,89","3,14%",09:26
BANKINTER,"8,10",baixada,"-0,70%","-0,06","1.869.541,43","7.352,73","14,94","3,28%",09:26
BARON DE LEY,"112,00",baixada,"-0,67%","-0,75","8.564,35","465,57","21,37","0,00%",30/10
BAYER,"116,00",pujada,"+3,57%","4,00","11.136,00","95.925,95","0,00","0,00%",09:00
BBVA,"7,42",pujada,"+0,09%","0,01","14.249.745,89","49.475,72","11,34","3,48%",09:26
BIOSEARCH,"0,51",baixada,"-0,98%","-0,01","78.016,55","28,85","0,00","0,00%",30/10
BME,"28,770",pujada,"+0,77%","0,220","202.697,50","2.404,78","15,15","6,32%",09:25
CAIXABANK,"3,97",pujada,"+1,12%","0,04","10.419.052,79","23.746,31","13,23","3,68%",09:26
CELLNEX TELECOM,"21,25",pujada,"+0,24%","0,05","990.052,68","4.936,01","70,63","0,48%",09:26
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"25,07",pujada,"+1,13%","0,28","152.647,62","3.222,42","14,64","2,10%",09:26
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",30/10
CLINICA BAVIERA,"8,25",pujada,"+1,82%","0,15","1.260,00","133,72","23,00","2,38%",30/10
CODERE,"0,37",pujada,"+0,00%","0,00","18.662,35","968,46","0,00","0,00%",09:16
COEMAC,"0,41",pujada,"+1,25%","0,01","15.246,36","79,00","59,43","0,00%",09:24
DEOLEO SA,"0,19",pujada,"+2,78%","0,01","31.097,62","213,62","16,09","0,00%",09:23
DIA,"4,14",pujada,"+0,07%","0,00","997.496,89","2.579,46","10,60","5,05%",09:26
DOGI INTL FABRICS,"3,72",pujada,"+0,27%","0,01","14.526,60","267,86","0,00","0,00%",09:00
DURO FELGUERA,"0,52",baixada,"-1,89%","-0,01","11.193,52","83,20","0,00","0,00%",09:25
EBRO FOODS,"20,64",pujada,"+0,27%","0,06","127.699,71","3.169,63","17,73","3,15%",09:26
EDREAMS ODIGEO REG,"2,70",pujada,"+1,39%","0,04","58.976,54","299,60","8,73","0,00%",09:24
ELECNOR,"12,10",pujada,"+0,83%","0,10","8.591,00","1.052,70","11,27","2,33%",09:07
ENAGAS,"24,68",pujada,"+0,88%","0,22","1.198.742,76","5.891,96","12,22","6,04%",09:26
ENCE,"4,935",baixada,"-0,90%","-0,045","134.065,45","1.216,59","14,08","3,28%",09:21
ENDESA,"19,76",pujada,"+0,92%","0,18","3.040.343,38","20.936,82","15,02","6,96%",09:26
ENEL GREEN POWER,"1,93",pujada,"+0,00%","0,00","86.618,27","9.655,00","23,54","1,59%",1/04
ERCROS,"2,74",baixada,"-1,23%","-0,03","145.261,31","306,19","7,02","0,00%",09:23
EUROPAC,"8,89",baixada,"-0,45%","-0,04","107.137,81","840,66","11,62","3,48%",09:22
EUSKALTEL,"6,80",baixada,"-0,07%","-0,01","100.636,53","1.214,79","17,00","5,29%",09:15
FAES FARMA,"2,905",pujada,"+0,00%","0,000","16.815,89","747,05","18,00","1,50%",09:15
FCC,"8,80",pujada,"+2,68%","0,23","119.036,63","3.257,90","18,40","0,00%",09:21
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"34,51",pujada,"+0,88%","0,30","4.222,38","1.189,54","25,60","1,72%",09:12
FERROVIAL,"18,32",baixada,"-0,19%","-0,04","1.908.532,87","13.570,19","33,90","3,17%",09:26
FERSA ENERGIAS,"0,48",pujada,"+0,00%","0,00","475,00","66,50","91,57","0,00%",09:00
FLUIDRA,"8,59",pujada,"+1,00%","0,09","26.911,13","960,73","23,54","1,92%",09:24
FUNESPANA,"7,42",baixada,"-0,67%","-0,05","66,33","135,59","0,00","0,00%",30/10
GAM,"1,37",pujada,"+3,01%","0,04","407,48","45,94","0,00","0,00%",09:02
GAMESA,"11,75",pujada,"+0,04%","0,01","1.338.490,07","8.030,68","13,54","1,42%",09:27
GAS NATURAL,"18,42",pujada,"+0,77%","0,14","1.013.294,68","18.377,66","14,02","5,49%",09:24
GESTAMP AUTOM,"5,64",pujada,"+1,08%","0,06","21.412,08","3.211,37","14,00","2,14%",09:26
GLOBAL DOMINION,"4,47",baixada,"-0,18%","-0,01","22.735,05","774,60","25,82","0,00%",09:03
GR.EMPRES.SAN JOSE,"3,06",pujada,"+0,66%","0,02","168.938,35","198,98","0,00","0,00%",09:26
GRIFOLS,"26,17",pujada,"+1,34%","0,35","2.128.589,96","11.164,60","24,90","1,41%",09:26
GRUPO CATALANA OCC,"36,01",baixada,"-0,03%","-0,01","12.042,84","4.328,40","12,73","2,18%",09:13
GRUPO EZENTIS SA,"0,57",baixada,"-0,70%","-0,00","56.935,19","207,77","24,97","0,00%",09:17
GRUPO PRISA,"2,98",pujada,"+7,79%","0,22","88.253,57","223,26","4,63","0,00%",09:25
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"14,64",pujada,"+0,69%","0,10","148.740,20","1.518,55","19,90","3,57%",09:26
IAG (IBERIA),"7,19",baixada,"-0,29%","-0,02","1.854.351,36","15.400,18","7,14","3,76%",09:26
IBERDROLA,"6,90",pujada,"+0,52%","0,04","8.022.286,60","43.590,85","15,47","4,90%",09:27
IBERPAPEL GESTION,"27,00",pujada,"+0,07%","0,02","79.090,20","292,50","14,86","2,36%",30/10
INDITEX,"32,04",pujada,"+0,60%","0,19","4.751.409,41","99.701,70","28,42","2,37%",09:27
