Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,99",pujada,"+1,63%","0,08","15.577,39","46,29","0,00","0,00%",13/10
ABENGOA,"0,03",pujada,"+0,00%","0,00","188.366,39","47,48","0,00","0,00%",13/10
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","145.372,66","206,39","0,00","0,00%",13/10
ABERTIS,"17,47",pujada,"+0,23%","0,04","62.539.751,90","17.262,35","18,48","4,40%",13/10
ACCIONA,"68,40",pujada,"+0,32%","0,22","7.492.260,05","3.904,53","15,26","4,38%",13/10
ACERINOX,"12,34",pujada,"+1,69%","0,21","15.755.130,97","3.421,86","15,42","3,75%",13/10
ACS,"31,10",pujada,"+0,05%","0,02","22.390.382,55","9.806,52","12,65","3,87%",13/10
ADVEO,"2,92",pujada,"+5,04%","0,14","308.618,01","62,13","17,60","0,00%",13/10
AENA,"152,10",pujada,"+0,20%","0,30","20.950.325,30","22.650,00","18,96","2,67%",13/10
AIRBUS,"77,15",baixada,"-0,83%","-0,65","391.756,65","59.672,72","24,51","1,75%",13/10
ALANTRA,"11,80",pujada,"+0,00%","0,00","13.501,49","419,34","11,54","7,61%",13/10
ALBA,"49,41",pujada,"+0,41%","0,20","259.363,97","2.902,17","7,26","1,97%",13/10
ALMIRALL,"8,36",pujada,"+0,97%","0,08","4.528.581,90","1.456,25","105,38","2,14%",13/10
AMADEUS,"56,92",baixada,"-0,91%","-0,52","31.649.277,68","25.113,81","24,27","1,85%",13/10
AMPER,"0,20",baixada,"-2,91%","-0,01","1.298.797,68","167,42","0,00","0,00%",13/10
APERAM,"46,88",pujada,"+3,67%","1,66","853.041,57","3.826,94","0,00","0,00%",13/10
APPLUS SERVICES,"11,18",pujada,"+2,34%","0,26","3.185.484,72","1.737,28","17,35","1,20%",13/10
ARCELORMITTAL,"24,60",pujada,"+7,21%","1,66","70.584.072,82","25.087,73","0,00","0,00%",13/10
AXIA REAL ESTATE,"16,75",baixada,"-0,18%","-0,03","1.579.017,62","1.317,58","45,57","1,73%",13/10
AZKOYEN,"7,74",baixada,"-1,09%","-0,09","104.718,46","193,17","16,74","0,00%",13/10
Atresmedia,"8,90",pujada,"+0,79%","0,07","2.934.940,26","2.000,75","13,18","6,44%",13/10
BANKIA,"4,04",pujada,"+0,07%","0,00","16.570.446,16","11.600,83","13,80","3,18%",13/10
BANKINTER,"7,92",baixada,"-0,25%","-0,02","11.199.160,48","7.098,35","14,79","3,32%",13/10
BARON DE LEY,"107,30",pujada,"+1,35%","1,45","50.928,60","452,06","19,85","0,00%",13/10
BAYER,"118,70",pujada,"+0,51%","0,60","67.895,45","98.076,01","0,00","0,00%",13/10
BBVA,"7,33",baixada,"-0,46%","-0,03","91.517.370,08","48.875,61","11,46","3,42%",13/10
BIOSEARCH,"0,46",pujada,"+2,22%","0,01","33.879,31","25,96","0,00","0,00%",13/10
BME,"28,875",pujada,"+0,12%","0,035","1.611.095,79","2.410,64","15,05","6,29%",13/10
