Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,98",baixada,"-0,20%","-0,01","20.754,76","46,20","0,00","0,00%",17:38
ABENGOA,"0,04",baixada,"-2,70%","-0,00","1.172.451,06","57,31","0,00","0,00%",17:38
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","1.154.234,27","206,39","0,00","0,00%",17:38
ABERTIS,"18,52",baixada,"-1,02%","-0,19","15.644.837,83","18.366,62","20,15","4,06%",17:38
ACCIONA,"68,72",baixada,"-1,52%","-1,06","10.664.159,70","3.942,32","15,80","4,30%",17:38
ACERINOX,"12,06",baixada,"-2,51%","-0,31","25.300.878,67","3.316,95","15,64","3,77%",17:38
ACS,"34,19",baixada,"-0,87%","-0,30","17.565.582,93","10.761,53","13,54","3,68%",17:38
ADVEO,"2,74",pujada,"+0,00%","0,00","57.874,89","58,91","16,23","0,00%",17:38
AENA,"159,90",pujada,"+0,57%","0,90","19.862.703,50","23.970,00","18,89","2,68%",17:38
AIRBUS,"87,15",pujada,"+0,87%","0,75","334.181,05","67.533,56","26,47","1,64%",17:38
ALANTRA,"12,20",pujada,"+0,16%","0,02","172.567,02","432,13","11,54","7,61%",17:38
ALBA,"49,93",baixada,"-0,14%","-0,07","199.349,06","2.926,66","6,91","2,07%",17:38
ALMIRALL,"8,13",pujada,"+1,12%","0,09","4.450.411,12","1.404,36","0,00","2,33%",17:38
AMADEUS,"58,79",pujada,"+1,22%","0,71","55.668.822,98","25.851,03","24,59","1,84%",17:38
AMPER,"0,20",baixada,"-0,50%","-0,00","683.509,18","167,42","0,00","0,00%",17:38
APPLUS SERVICES,"11,28",baixada,"-1,53%","-0,18","4.847.507,85","1.763,81","18,29","1,10%",17:38
ARCELORMITTAL,"25,51",pujada,"+0,12%","0,03","13.253.658,29","26.032,99","0,00","0,00%",17:38
AXIA REAL ESTATE,"16,07",pujada,"+1,29%","0,21","1.517.022,57","1.272,51","43,97","1,79%",17:38
AZKOYEN,"8,24",pujada,"+1,48%","0,12","109.334,19","204,14","17,41","0,00%",17:38
Atresmedia,"8,52",baixada,"-0,58%","-0,05","2.348.629,44","1.913,18","13,14","6,32%",17:38
BANKIA,"4,01",baixada,"-0,96%","-0,04","16.916.992,56","11.505,81","13,89","3,14%",17:38
BANKINTER,"7,79",baixada,"-0,85%","-0,07","15.704.868,78","6.990,48","14,94","3,28%",17:38
BARON DE LEY,"112,00",baixada,"-2,54%","-2,85","13.708,65","461,20","21,37","0,00%",17:38
BBVA,"7,33",baixada,"-1,76%","-0,13","143.440.160,38","48.768,92","11,34","3,48%",17:38
BIOSEARCH,"0,52",baixada,"-1,00%","-0,01","99.439,15","28,56","0,00","0,00%",17:38
BME,"28,830",baixada,"-0,59%","-0,170","4.397.278,61","2.411,89","15,15","6,32%",17:38
CAIXABANK,"3,97",baixada,"-1,66%","-0,07","74.455.366,63","23.722,38","13,23","3,68%",17:38
CELLNEX TELECOM,"21,19",baixada,"-0,49%","-0,11","14.556.541,39","4.916,32","70,63","0,48%",17:38
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"25,52",baixada,"-0,12%","-0,03","2.904.537,66","3.290,79","14,64","2,10%",17:38
CLINICA BAVIERA,"8,33",pujada,"+0,24%","0,02","743,15","136,17","23,00","2,38%",17:38
COCA-COLA EUR,"34,40",baixada,"-0,17%","-0,06","17.966,11","16.593,38","16,20","2,42%",17:38
CODERE,"0,36",pujada,"+0,00%","0,00","122.255,36","942,97","0,00","0,00%",17:38
COEMAC,"0,44",pujada,"+1,16%","0,01","74.605,80","85,91","59,43","0,00%",17:38
DEOLEO SA,"0,18",pujada,"+2,86%","0,01","509.656,15","213,62","16,09","0,00%",17:38
DIA,"4,08",baixada,"-2,37%","-0,10","28.856.073,52","2.537,76","10,60","5,05%",17:38
DOGI INTL FABRICS,"3,57",baixada,"-1,87%","-0,07","148.948,15","264,98","0,00","0,00%",17:38
DURO FELGUERA,"0,55",pujada,"+1,85%","0,01","393.292,90","88,00","0,00","0,00%",17:38
EBRO FOODS,"20,40",baixada,"-0,49%","-0,10","1.900.054,95","3.146,55","17,73","3,15%",17:38
EDREAMS ODIGEO REG,"3,42",pujada,"+3,61%","0,12","3.561.671,14","371,40","8,73","0,00%",17:38
ELECNOR,"12,01",pujada,"+0,17%","0,02","139.456,31","1.048,35","11,27","2,33%",17:38
ENAGAS,"24,24",baixada,"-0,84%","-0,21","15.142.131,98","5.778,56","12,22","6,04%",17:38
ENCE,"5,250",pujada,"+0,00%","0,000","4.124.602,72","1.292,93","14,08","3,28%",17:38
ENDESA,"19,46",pujada,"+0,39%","0,08","39.097.018,11","20.603,32","15,02","6,96%",17:38
ERCROS,"2,74",baixada,"-1,72%","-0,05","1.138.496,45","306,64","7,02","0,00%",17:38
EUROPAC,"8,90",baixada,"-1,28%","-0,12","1.227.626,78","850,20","11,62","3,48%",17:38
EUSKALTEL,"6,75",baixada,"-1,47%","-0,10","2.802.279,92","1.197,82","17,00","5,29%",17:38
FAES FARMA,"2,855",baixada,"-1,38%","-0,040","1.316.163,46","729,20","18,00","1,50%",17:38
FCC,"8,92",baixada,"-2,45%","-0,22","361.784,05","3.391,25","18,40","0,00%",17:38
FERROCARRILES,"34,74",baixada,"-0,46%","-0,16","705.454,90","1.191,94","25,60","1,72%",17:38
