Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"34,65",pujada,"+0,29%","0,10","378.903,25","1.192,97","26,28","1,68%",12:33
FERROVIAL,"18,00",pujada,"+0,00%","0,00","12.000.725,78","13.296,56","33,90","3,17%",12:39
FERSA ENERGIAS,"0,49",pujada,"+7,69%","0,04","70.616,29","65,10","91,57","0,00%",12:27
FLUIDRA,"8,47",baixada,"-0,99%","-0,09","448.446,13","953,41","25,84","1,73%",12:30
FUNESPANA,"7,42",pujada,"+0,13%","0,01","7.420,00","135,59","0,00","0,00%",24/10
GAM,"1,35",pujada,"+0,00%","0,00","9.736,47","44,94","0,00","0,00%",12:26
GAMESA,"10,86",baixada,"-1,23%","-0,14","8.346.138,22","7.438,09","11,74","1,42%",12:38
GAS NATURAL,"18,35",baixada,"-0,22%","-0,04","4.612.681,96","18.367,65","14,27","5,43%",12:36
GESTAMP AUTOM,"5,59",pujada,"+4,99%","0,27","6.673.434,64","3.211,37","13,25","2,26%",12:36
GLOBAL DOMINION,"4,50",pujada,"+0,00%","0,00","392.025,04","773,08","25,18","0,00%",12:32
GR.EMPRES.SAN JOSE,"3,02",pujada,"+0,00%","0,00","45.843,29","198,33","0,00","0,00%",12:38
GRIFOLS,"24,47",pujada,"+0,58%","0,14","2.069.748,49","10.412,48","24,38","1,44%",12:38
GRUPO CATALANA OCC,"34,90",pujada,"+0,55%","0,19","220.333,06","4.183,20","12,57","2,20%",12:35
GRUPO EZENTIS SA,"0,58",pujada,"+0,52%","0,00","71.744,63","140,81","26,06","0,00%",12:38
GRUPO PRISA,"2,72",pujada,"+3,63%","0,10","133.927,45","210,72","5,38","0,00%",12:27
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"14,10",pujada,"+0,28%","0,04","491.189,38","1.538,74","20,11","3,53%",12:35
IAG (IBERIA),"7,54",pujada,"+2,11%","0,16","15.831.225,94","16.059,27","7,45","3,60%",12:38
IBERDROLA,"6,65",baixada,"-0,89%","-0,06","24.389.380,83","42.062,01","15,41","4,93%",12:38
IBERPAPEL GESTION,"26,93",baixada,"-1,50%","-0,41","64.909,12","291,52","15,27","2,29%",24/10
INDITEX,"30,90",baixada,"-0,06%","-0,02","15.248.272,92","96.288,96","28,17","2,39%",12:39
INDRA,"13,61",pujada,"+0,81%","0,11","2.778.312,41","2.398,97","19,54","0,00%",12:35
INM. COLONIAL,"7,58",baixada,"-0,13%","-0,01","1.246.573,82","2.970,61","33,52","2,55%",12:38
INMO DEL SUR,"10,78",pujada,"+1,41%","0,15","1.209,32","179,73","0,00","0,00%",12:08
INYPSA,"0,175",pujada,"+6,06%","0,010","1.205.445,80","64,80","0,00","0,00%",12:37
LABORATORIOS FARMA,"16,59",pujada,"+1,78%","0,29","41.940,71","815,50","41,46","1,12%",12:34
LAR ESPANA,"8,12",baixada,"-0,37%","-0,03","148.725,62","753,03","29,33","4,90%",11:37
LIBERBANK,"0,71",baixada,"-3,93%","-0,03","5.832.946,60","661,94","7,44","0,00%",12:38
LINGOTES,"15,59",pujada,"+1,53%","0,24","20.376,63","155,80","0,00","0,00%",12:23
LOGISTA,"19,92",baixada,"-0,03%","-0,01","395.453,27","2.644,38","14,91","5,00%",12:28
MEDIASET,"9,018",pujada,"+0,28%","0,025","5.944.921,09","3.035,51","16,15","5,87%",12:34
MELIA HOTELS INTL,"11,61",pujada,"+0,04%","0,01","781.805,54","2.665,67","22,47","1,28%",12:35
MERLIN PROP.,"10,67",baixada,"-0,70%","-0,08","3.630.254,92","5.007,76","18,66","4,06%",12:37
MIQUEL Y COSTAS,"29,60",baixada,"-1,17%","-0,35","95.024,93","611,24","17,39","1,59%",11:39
NATRA,"0,40",pujada,"+0,00%","0,00","14.231,26","18,99","2,11","0,00%",12:10
NATURHOUSE HEALTH,"4,29",pujada,"+0,59%","0,03","45.594,83","257,82","11,41","7,82%",12:38
NEINOR HOMES,"17,11",pujada,"+3,07%","0,51","1.472.511,93","1.347,83","0,00","0,00%",12:38
NH HOTELES,"5,375",pujada,"+3,66%","0,190","1.721.133,20","1.861,69","42,31","0,96%",12:38
NICOLAS CORREA,"2,72",pujada,"+1,12%","0,03","15.357,13","33,62","0,00","0,00%",11:43
NYESA VALORES CORP,"0,17",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",24/10
OHL,"5,40",pujada,"+2,78%","0,15","10.580.011,34","1.607,02","16,25","1,03%",12:39
ORYZON GENOMICS,"1,96",baixada,"-1,51%","-0,03","66.351,86","66,96","0,00","0,00%",12:25
PARQUES REUNIDOS,"13,01",baixada,"-1,18%","-0,16","36.060,63","1.050,45","19,49","1,89%",12:37
PESCANOVA,"1,34",baixada,"-2,04%","-0,03","981.442,39","38,65","2,32","8,69%",12:37
PHARMA MAR R,"3,10",pujada,"+0,00%","0,00","287.307,43","691,33","0,00","0,00%",12:37
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,99",pujada,"+0,91%","0,09","1.508,49","171,74","14,24","2,66%",12:34
PROSEGUR,"6,39",pujada,"+0,00%","0,00","715.321,16","3.912,57","23,17","1,79%",12:34
QUABIT INMOBIL.,"1,53",baixada,"-0,58%","-0,01","53.493,59","118,32","0,00","0,00%",12:18
REALIA BUSINESS,"1,04",baixada,"-1,43%","-0,02","6.381,62","667,38","42,78","0,00%",12:27
REE,"18,20",pujada,"+0,08%","0,02","3.134.323,78","9.844,95","14,62","5,07%",12:38
RENO DE MEDICI,"0,582",baixada,"-0,51%","-0,003","3.671,32","217,84","12,19","0,00%",09:48
RENTA 4 SERVICIOS,"5,90",pujada,"+0,00%","0,00","3.073,90","240,09","19,61","1,54%",12:08
RENTA CORPORACION,"2,645",pujada,"+1,15%","0,030","211.874,30","86,50","13,10","6,49%",11:58
REPSOL,"15,45",baixada,"-0,10%","-0,02","10.121.056,23","23.628,82","10,92","5,23%",12:39
REYAL URBIS,"0,12",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",24/10
RIOJANAS,"5,33",baixada,"-0,19%","-0,01","53,30","26,94","0,00","0,00%",12:18
Reig Jofre,"2,62",baixada,"-1,47%","-0,04","6.559,13","168,08","23,74","1,26%",12:36
SABADELL,"1,65",baixada,"-0,66%","-0,01","11.531.300,20","9.255,42","11,61","3,69%",12:38
SACYR,"2,13",baixada,"-0,74%","-0,02","839.354,89","1.141,92","6,32","0,00%",12:38
SAETA YIELD,"9,52",baixada,"-0,24%","-0,02","113.331,84","776,45","16,63","7,88%",12:38
SANTANDER,"5,71",pujada,"+1,49%","0,08","118.940.422,14","91.703,96","11,95","3,93%",12:38
SEDA BARCELONA,"0,73",pujada,"+0,00%","0,00","0,00","26,44","0,00","0,00%",13/11
SNIACE,"0,19",baixada,"-0,53%","-0,00","86.399,21","64,93","0,00","0,00%",11:57
SOLARIA ENERGIA,"1,43",baixada,"-0,70%","-0,01","26.215,51","156,74","23,64","0,00%",12:07
SOTOGRANDE,"3,05",pujada,"+0,99%","0,03","15.250,00","135,64","0,00","0,00%",12:00
SPS,"0,90",pujada,"+0,79%","0,01","11.154,84","49,20","0,00","0,00%",12:08
TALGO,"4,22",pujada,"+1,25%","0,05","70.003,29","576,16","8,94","1,90%",12:33
TECNICAS REUNIDAS,"25,95",pujada,"+0,33%","0,09","3.711.548,76","1.455,81","10,50","5,47%",12:38
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,93",pujada,"+1,19%","0,11","33.390.679,49","44.871,73","12,31","4,51%",12:39
TELEPIZZA GROUP,"4,87",baixada,"-0,71%","-0,04","38.860,20","491,72","15,05","0,00%",12:35
TUBACEX,"3,02",baixada,"-0,82%","-0,03","134.339,49","400,93","82,20","0,34%",12:32
TUBOS REUNIDOS,"0,84",baixada,"-1,18%","-0,01","46.416,16","146,73","0,00","0,00%",12:31
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",24/10
VERTICE TRESCIENTO,"0,044",pujada,"+0,00%","0,000","0,00","0,00","16,26","0,00%",24/10
VIDRALA,"76,60",baixada,"-1,42%","-1,10","63.665,10","1.900,49","22,21","1,13%",12:37
VISCOFAN,"49,61",baixada,"-1,88%","-0,95","2.038.772,98","2.312,47","18,87","2,87%",12:35
VOCENTO,"1,49",pujada,"+0,00%","0,00","16.089,67","186,83","15,20","0,00%",12:34
ZARDOYA OTIS,"8,80",baixada,"-1,23%","-0,11","355.635,14","4.154,20","27,03","3,59%",12:37
