Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,98",pujada,"+1,63%","0,08","11.800,27","45,45","0,00","0,00%",12:14
ABENGOA,"0,03",baixada,"-5,56%","-0,00","868.284,62","57,31","0,00","0,00%",12:28
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","249.927,31","206,39","0,00","0,00%",12:33
ABERTIS,"18,90",baixada,"-0,18%","-0,04","22.535.220,49","18.708,30","20,32","3,99%",12:34
ACCIONA,"68,36",pujada,"+2,09%","1,40","4.914.666,08","3.925,71","15,64","4,34%",12:35
ACERINOX,"12,51",baixada,"-0,71%","-0,09","4.064.772,15","3.466,03","16,39","3,63%",12:33
ACS,"32,65",baixada,"-0,17%","-0,06","4.011.771,54","10.261,21","13,50","3,60%",12:34
ADVEO,"2,74",baixada,"-0,36%","-0,01","5.269,54","58,48","17,10","0,00%",10:34
AENA,"149,50",baixada,"-2,29%","-3,50","14.263.071,65","22.372,50","19,18","2,63%",12:34
AIRBUS,"84,05",pujada,"+0,84%","0,70","189.818,15","65.171,44","24,74","1,77%",12:32
ALANTRA,"12,35",pujada,"+2,92%","0,35","15.322,94","440,30","11,54","7,61%",12:13
ALBA,"48,26",baixada,"-1,51%","-0,74","215.768,31","2.828,13","7,15","2,00%",12:18
ALMIRALL,"8,16",baixada,"-0,12%","-0,01","1.094.691,21","1.406,09","0,00","2,35%",12:34
AMADEUS,"56,70",pujada,"+0,89%","0,50","4.507.680,64","24.841,74","24,38","1,86%",12:33
AMPER,"0,19",pujada,"+0,00%","0,00","98.135,11","162,40","0,00","0,00%",12:20
APPLUS SERVICES,"11,29",baixada,"-0,35%","-0,04","878.223,31","1.761,47","17,98","1,12%",12:34
ARCELORMITTAL,"25,48",baixada,"-1,36%","-0,35","6.329.225,49","26.109,64","0,00","0,00%",12:32
AXIA REAL ESTATE,"15,95",baixada,"-0,31%","-0,05","78.071,49","1.260,65","45,40","1,73%",12:31
AZKOYEN,"8,05",baixada,"-0,49%","-0,04","26.704,28","201,99","17,72","0,00%",12:27
Atresmedia,"8,51",baixada,"-0,47%","-0,04","975.229,70","1.915,42","13,40","6,20%",12:34
BANKIA,"4,05",baixada,"-0,02%","-0,00","4.093.285,85","11.609,47","14,14","3,09%",12:34
BANKINTER,"8,01",pujada,"+0,70%","0,06","2.512.985,37","7.206,21","15,28","3,22%",12:34
BARON DE LEY,"113,50",pujada,"+1,34%","1,50","1.707,30","465,57","20,11","0,00%",10:40
BBVA,"7,38",pujada,"+1,57%","0,11","51.031.181,55","49.175,66","11,53","3,42%",12:34
