Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,90",baixada,"-0,41%","-0,02","814,96","45,27","0,00","0,00%",18/10
ABENGOA,"0,03",baixada,"-3,33%","-0,00","180.935,14","47,48","0,00","0,00%",18/10
ABENGOA CL.B,"0,01",baixada,"-8,33%","-0,00","225.149,92","206,39","0,00","0,00%",18/10
ABERTIS,"18,84",pujada,"+7,02%","1,24","278.598.284,47","17.529,75","18,70","4,35%",18/10
ACCIONA,"69,47",baixada,"-0,10%","-0,07","7.114.485,25","3.984,69","15,82","4,29%",18/10
ACERINOX,"12,33",pujada,"+0,20%","0,03","8.158.840,17","3.414,96","16,06","3,65%",18/10
ACS,"33,06",pujada,"+5,17%","1,63","69.987.552,26","9.874,17","12,37","3,85%",18/10
ADVEO,"2,73",baixada,"-2,15%","-0,06","46.992,44","59,55","18,09","0,00%",18/10
AENA,"153,70",pujada,"+1,05%","1,60","20.217.730,60","22.897,50","19,04","2,66%",18/10
AIRBUS,"81,05",pujada,"+0,25%","0,20","334.259,60","62.693,14","23,66","1,85%",18/10
ALANTRA,"12,07",pujada,"+1,51%","0,18","111.714,20","425,73","11,54","7,61%",18/10
ALBA,"49,32",pujada,"+0,04%","0,02","321.960,42","2.885,85","7,06","2,02%",18/10
ALMIRALL,"8,30",baixada,"-0,36%","-0,03","2.531.891,25","1.447,60","104,50","2,15%",18/10
AMADEUS,"57,14",pujada,"+0,72%","0,41","41.990.289,32","24.990,94","24,64","1,83%",18/10
AMPER,"0,19",baixada,"-3,08%","-0,01","1.051.420,83","160,72","0,00","0,00%",18/10
APERAM,"46,88",pujada,"+0,04%","0,02","5.114,40","4.009,78","0,00","0,00%",18/10
APPLUS SERVICES,"11,40",pujada,"+0,75%","0,09","2.194.986,91","1.773,17","18,02","1,14%",18/10
ARCELORMITTAL,"24,43",baixada,"-0,31%","-0,08","12.672.720,01","25.174,60","0,00","0,00%",18/10
AXIA REAL ESTATE,"16,75",pujada,"+0,12%","0,02","502.243,83","1.319,95","46,60","1,69%",18/10
AZKOYEN,"8,00",pujada,"+0,25%","0,02","126.630,85","202,37","16,82","0,00%",18/10
Atresmedia,"9,01",pujada,"+1,01%","0,09","3.739.594,98","2.025,45","13,48","6,29%",18/10
BANKIA,"4,07",pujada,"+1,14%","0,05","27.082.935,42","11.741,92","13,93","3,13%",18/10
BANKINTER,"8,05",pujada,"+1,60%","0,13","16.217.894,87","7.209,81","14,94","3,28%",18/10
BARON DE LEY,"108,65",pujada,"+1,24%","1,35","25.959,45","460,79","19,26","0,00%",18/10
BAYER,"119,20",pujada,"+0,00%","0,00","55.678,00","99.109,69","0,00","0,00%",18/10
BBVA,"7,28",pujada,"+0,86%","0,06","110.052.797,45","48.328,84","11,52","3,41%",18/10
BIOSEARCH,"0,46",baixada,"-2,13%","-0,01","54.563,47","26,83","0,00","0,00%",18/10
BME,"28,600",baixada,"-0,92%","-0,265","4.323.299,73","2.399,77","15,28","6,23%",18/10
CAIXABANK,"3,95",baixada,"-0,13%","-0,01","72.621.684,16","23.548,92","13,84","3,48%",18/10
CELLNEX TELECOM,"20,20",pujada,"+0,80%","0,16","17.282.786,25","4.610,50","68,95","0,49%",18/10
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,34",baixada,"-0,08%","-0,02","2.076.276,73","3.150,83","14,38","2,14%",18/10
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",18/10
CLINICA BAVIERA,"8,35",baixada,"-0,71%","-0,06","148.739,26","133,72","23,00","2,38%",18/10
CODERE,"0,38",pujada,"+0,00%","0,00","409.315,32","942,97","0,00","0,00%",18/10
COEMAC,"0,37",pujada,"+0,00%","0,00","30.030,14","72,09","59,43","0,00%",18/10
DEOLEO SA,"0,21",pujada,"+7,69%","0,02","642.707,35","242,48","93,33","0,00%",18/10
DIA,"4,40",pujada,"+0,83%","0,04","19.945.996,10","2.725,11","10,42","4,80%",18/10
DOGI INTL FABRICS,"3,60",pujada,"+1,90%","0,07","33.712,60","254,46","0,00","0,00%",18/10
