Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,06",baixada,"-2,51%","-0,31","25.300.878,67","3.316,95","15,64","3,77%",3/11
ACS,"34,19",baixada,"-0,87%","-0,30","17.565.582,93","10.761,53","13,54","3,68%",3/11
DIA,"4,08",baixada,"-2,37%","-0,10","28.856.073,52","2.537,76","10,60","5,05%",3/11
FERROVIAL,"18,50",baixada,"-0,67%","-0,13","17.503.676,46","13.681,11","33,90","3,17%",3/11
GAMESA,"11,94",baixada,"-3,55%","-0,44","51.708.350,81","8.126,04","13,54","1,42%",3/11
INDITEX,"31,15",baixada,"-0,16%","-0,05","67.977.109,80","96.896,71","28,42","2,37%",3/11
REPSOL,"15,92",baixada,"-1,49%","-0,24","92.416.013,10","24.224,50","11,10","5,15%",3/11
SANTANDER,"5,71",baixada,"-1,87%","-0,11","234.559.488,85","91.415,23","12,30","3,85%",3/11
TECNICAS REUNIDAS,"27,75",baixada,"-0,84%","-0,24","9.734.837,56","1.551,95","10,88","5,28%",3/11
TELEFONICA,"8,89",baixada,"-1,54%","-0,14","155.830.384,63","44.715,56","12,07","4,60%",3/11
