Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,97",pujada,"+1,43%","0,07","1.341,63","45,08","0,00","0,00%",11:04
ABENGOA,"0,03",baixada,"-3,45%","-0,00","54.940,51","47,48","0,00","0,00%",11:06
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","30.981,03","206,39","0,00","0,00%",11:48
ABERTIS,"18,79",pujada,"+0,03%","0,01","21.238.631,30","18.609,26","18,70","4,35%",11:48
ACCIONA,"68,31",baixada,"-0,34%","-0,23","1.536.193,11","3.933,16","15,82","4,29%",11:48
ACERINOX,"12,41",pujada,"+1,80%","0,22","3.950.719,48","3.421,86","16,06","3,65%",11:44
ACS,"33,14",baixada,"-0,93%","-0,31","5.218.689,64","10.492,49","12,37","3,85%",11:47
ADVEO,"2,75",pujada,"+0,73%","0,02","5.995,00","58,91","18,09","0,00%",10:28
AENA,"153,55",pujada,"+0,26%","0,40","6.201.368,00","22.897,50","19,04","2,66%",11:47
AIRBUS,"80,65",baixada,"-0,31%","-0,25","59.547,50","62.460,80","23,66","1,85%",09:59
ALANTRA,"11,98",baixada,"-0,75%","-0,09","29.944,10","427,51","11,54","7,61%",19/10
ALBA,"49,95",baixada,"-0,40%","-0,20","60.855,07","2.908,59","7,06","2,02%",11:37
ALMIRALL,"8,16",baixada,"-0,73%","-0,06","961.558,75","1.407,82","104,50","2,15%",11:48
AMADEUS,"56,29",baixada,"-1,35%","-0,77","10.216.503,18","24.819,80","24,64","1,83%",11:48
AMPER,"0,19",pujada,"+0,54%","0,00","156.476,39","155,70","0,00","0,00%",11:47
APPLUS SERVICES,"11,25",pujada,"+0,63%","0,07","534.865,90","1.756,79","18,02","1,14%",11:44
ARCELORMITTAL,"25,23",pujada,"+2,29%","0,57","13.098.806,75","25.700,88","0,00","0,00%",11:48
AXIA REAL ESTATE,"16,31",baixada,"-1,15%","-0,19","407.473,38","1.300,58","46,60","1,69%",11:47
AZKOYEN,"8,20",pujada,"+2,12%","0,17","59.960,01","201,61","16,82","0,00%",11:48
Atresmedia,"8,76",baixada,"-1,02%","-0,09","1.418.963,35","1.969,32","13,48","6,29%",11:45
BANKIA,"4,09",pujada,"+1,19%","0,05","5.147.896,72","11.664,17","13,93","3,13%",11:49
BANKINTER,"8,04",pujada,"+0,06%","0,01","1.696.997,81","7.216,10","14,94","3,28%",11:48
BARON DE LEY,"114,00",pujada,"+1,97%","2,20","172.801,65","473,67","19,26","0,00%",11:24
BBVA,"7,28",pujada,"+0,86%","0,06","21.905.512,76","48.408,86","11,52","3,41%",11:49
BIOSEARCH,"0,48",baixada,"-2,06%","-0,01","15.732,87","27,98","0,00","0,00%",11:26
BME,"28,415",pujada,"+0,26%","0,075","589.647,86","2.375,10","15,28","6,23%",11:48
CAIXABANK,"3,85",baixada,"-0,98%","-0,04","18.150.908,60","23.148,17","13,84","3,48%",11:48
CELLNEX TELECOM,"20,42",baixada,"-0,66%","-0,14","5.524.391,05","4.751,82","68,95","0,49%",11:45
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,19",pujada,"+0,29%","0,07","412.338,83","3.105,03","14,38","2,14%",11:46
CLINICA BAVIERA,"8,34",baixada,"-0,12%","-0,01","834,00","133,72","23,00","2,38%",09:00
COCA-COLA EUR,"35,42",baixada,"-0,84%","-0,30","42.892,81","17.200,39","16,53","2,36%",19/10
CODERE,"0,37",pujada,"+0,00%","0,00","49.346,09","917,49","0,00","0,00%",11:39
COEMAC,"0,38",baixada,"-2,56%","-0,01","44.736,77","77,02","59,43","0,00%",11:47
DEOLEO SA,"0,22",pujada,"+2,38%","0,01","74.241,74","248,26","93,33","0,00%",11:49
DIA,"4,41",pujada,"+0,73%","0,03","2.690.033,68","2.747,52","10,42","4,80%",11:48
DOGI INTL FABRICS,"3,46",baixada,"-2,37%","-0,08","1.554,75","248,63","0,00","0,00%",10:50
