Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,97",pujada,"+1,43%","0,07","1.341,63","45,08","0,00","0,00%",11:04
ABENGOA,"0,03",baixada,"-3,45%","-0,00","54.940,51","47,48","0,00","0,00%",11:06
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","30.981,03","206,39","0,00","0,00%",11:48
ABERTIS,"18,79",pujada,"+0,03%","0,01","22.029.404,98","18.609,26","18,70","4,35%",11:57
ACCIONA,"68,34",baixada,"-0,29%","-0,20","1.672.664,99","3.933,16","15,82","4,29%",11:56
ACERINOX,"12,39",pujada,"+1,64%","0,20","4.059.103,68","3.421,86","16,06","3,65%",11:56
ACS,"33,17",baixada,"-0,85%","-0,29","5.382.129,97","10.492,49","12,37","3,85%",11:56
ADVEO,"2,75",pujada,"+0,73%","0,02","5.995,00","58,91","18,09","0,00%",10:28
AENA,"153,65",pujada,"+0,33%","0,50","6.593.531,30","22.897,50","19,04","2,66%",11:56
AIRBUS,"80,50",baixada,"-0,49%","-0,40","59.708,50","62.460,80","23,66","1,85%",11:52
ALANTRA,"11,98",baixada,"-0,75%","-0,09","29.944,10","427,51","11,54","7,61%",19/10
ALBA,"49,95",baixada,"-0,40%","-0,20","60.855,07","2.908,59","7,06","2,02%",11:37
ALMIRALL,"8,18",baixada,"-0,49%","-0,04","1.043.373,52","1.407,82","104,50","2,15%",11:54
AMADEUS,"56,40",baixada,"-1,16%","-0,66","10.616.299,05","24.819,80","24,64","1,83%",11:56
AMPER,"0,19",pujada,"+0,54%","0,00","169.619,87","155,70","0,00","0,00%",11:56
APERAM,"46,92",pujada,"+0,07%","0,04","72.306,16","4.016,62","0,00","0,00%",11:36
APPLUS SERVICES,"11,24",pujada,"+0,49%","0,06","641.232,44","1.756,79","18,02","1,14%",11:54
ARCELORMITTAL,"25,23",pujada,"+2,31%","0,57","13.373.018,16","25.700,88","0,00","0,00%",11:56
AXIA REAL ESTATE,"16,34",baixada,"-1,00%","-0,17","437.499,30","1.300,58","46,60","1,69%",11:55
AZKOYEN,"8,12",pujada,"+1,12%","0,09","77.341,52","201,61","16,82","0,00%",11:53
Atresmedia,"8,80",baixada,"-0,56%","-0,05","1.487.177,88","1.969,32","13,48","6,29%",11:56
BANKIA,"4,08",pujada,"+1,09%","0,04","5.777.290,83","11.664,17","13,93","3,13%",11:56
BANKINTER,"8,03",pujada,"+0,01%","0,00","1.896.311,80","7.216,10","14,94","3,28%",11:56
BARON DE LEY,"114,00",pujada,"+1,97%","2,20","172.801,65","473,67","19,26","0,00%",11:24
BAYER,"118,90",baixada,"-0,83%","-1,00","149.260,55","99.647,21","0,00","0,00%",11:53
BBVA,"7,30",pujada,"+1,14%","0,08","35.247.058,90","48.408,86","11,52","3,41%",11:57
BIOSEARCH,"0,48",baixada,"-2,06%","-0,01","15.732,87","27,98","0,00","0,00%",11:26
BME,"28,340",pujada,"+0,00%","0,000","595.315,86","2.375,10","15,28","6,23%",11:56
CAIXABANK,"3,84",baixada,"-1,08%","-0,04","19.855.310,07","23.148,17","13,84","3,48%",11:56
CELLNEX TELECOM,"20,41",baixada,"-0,68%","-0,14","5.832.155,46","4.751,82","68,95","0,49%",11:56
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,13",pujada,"+0,02%","0,01","453.997,11","3.105,03","14,38","2,14%",11:57
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",19/10
CLINICA BAVIERA,"8,34",baixada,"-0,12%","-0,01","834,00","133,72","23,00","2,38%",09:00
CODERE,"0,37",pujada,"+0,00%","0,00","49.346,09","917,49","0,00","0,00%",11:39
COEMAC,"0,38",baixada,"-2,56%","-0,01","44.736,77","77,02","59,43","0,00%",11:47
DEOLEO SA,"0,21",pujada,"+0,00%","0,00","76.194,74","248,26","93,33","0,00%",11:54
