Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"5,15",pujada,"+2,79%","0,14","26.672,16","47,77","0,00","0,00%",17:38
ABENGOA,"0,03",pujada,"+0,00%","0,00","1.220.689,17","48,97","0,00","0,00%",17:38
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","354.814,17","206,44","0,00","0,00%",17:38
ABERTIS,"18,88",pujada,"+0,16%","0,03","30.437.162,65","18.703,35","20,12","4,10%",17:38
ACCIONA,"69,00",pujada,"+0,79%","0,54","6.753.632,88","3.949,19","15,42","4,27%",17:38
ACERINOX,"11,49",pujada,"+0,92%","0,11","13.396.028,93","3.183,06","15,05","4,07%",17:38
ACS,"32,08",baixada,"-1,16%","-0,38","23.824.519,29","10.127,48","12,99","3,75%",17:38
ADVEO,"2,57",baixada,"-1,15%","-0,03","70.043,85","55,06","16,85","0,00%",17:38
AENA,"168,55",baixada,"-0,50%","-0,85","27.014.700,40","25.357,50","20,75","2,46%",17:38
AIRBUS,"88,40",pujada,"+0,06%","0,05","469.824,20","68.470,76","26,01","1,69%",17:38
ALANTRA,"13,10",baixada,"-1,13%","-0,15","105.333,62","470,86","11,54","7,61%",17:38
ALBA,"49,04",baixada,"-0,63%","-0,31","352.554,17","2.874,19","7,07","2,02%",17:38
ALMIRALL,"8,39",pujada,"+1,82%","0,15","4.282.764,98","1.449,33","0,00","2,31%",17:38
AMADEUS,"61,48",pujada,"+1,07%","0,65","44.929.120,44","26.842,77","25,63","1,76%",17:38
AMPER,"0,20",pujada,"+8,51%","0,02","2.687.309,67","167,42","0,00","0,00%",17:38
APPLUS SERVICES,"10,85",baixada,"-0,14%","-0,02","1.502.756,92","1.698,28","17,26","1,20%",17:38
ARCELORMITTAL,"25,70",baixada,"-1,95%","-0,51","15.090.465,96","26.273,14","0,00","0,00%",17:38
AXIA REAL ESTATE,"18,34",baixada,"-0,16%","-0,03","2.378.567,85","1.452,38","58,29","1,47%",17:38
AZKOYEN,"8,12",pujada,"+0,87%","0,07","64.411,45","204,64","17,50","0,00%",17:38
Atresmedia,"9,72",pujada,"+0,10%","0,01","3.672.916,92","2.187,13","14,68","5,64%",17:38
BANKIA,"4,01",baixada,"-1,28%","-0,05","17.288.142,21","11.569,16","13,95","3,18%",17:38
BANKINTER,"7,94",baixada,"-1,13%","-0,09","12.682.169,59","7.145,99","15,05","3,26%",17:38
BARON DE LEY,"108,60",pujada,"+2,12%","2,30","2.204,70","460,99","20,99","0,00%",17:38
BBVA,"7,18",pujada,"+0,31%","0,02","93.135.770,17","48.095,47","11,08","3,68%",17:38
BIOSEARCH,"0,53",pujada,"+7,14%","0,04","520.737,26","30,00","0,00","0,00%",17:38
BME,"27,360",baixada,"-0,15%","-0,040","8.165.377,29","2.283,96","14,71","6,55%",17:38
CAIXABANK,"3,90",pujada,"+0,00%","0,00","35.675.295,87","23.381,44","12,62","3,84%",17:38
CELLNEX TELECOM,"21,17",pujada,"+1,58%","0,33","18.766.087,77","4.900,10","88,19","0,49%",17:38
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"23,87",baixada,"-0,50%","-0,12","4.011.974,16","3.070,20","14,30","2,11%",17:38
CLINICA BAVIERA,"8,33",pujada,"+0,12%","0,01","8.825,57","135,84","23,00","2,38%",17:38
COCA-COLA EUR,"33,60",baixada,"-1,63%","-0,55","20.352,05","16.223,05","16,12","2,45%",17:38
CODERE,"8,70",pujada,"+0,00%","0,00","637.861,13","1.019,43","0,00","0,00%",17:38
COEMAC,"0,47",baixada,"-13,08%","-0,07","1.432.926,17","93,81","59,43","0,00%",17:38
DEOLEO SA,"0,18",pujada,"+0,00%","0,00","120.812,22","207,84","192,10","0,00%",17:38
DIA,"4,17",pujada,"+0,24%","0,01","23.229.014,16","2.598,76","10,77","4,89%",17:38
DOGI INTL FABRICS,"3,45",pujada,"+2,99%","0,10","60.583,08","244,74","0,00","0,00%",17:38
DURO FELGUERA,"0,39",baixada,"-2,50%","-0,01","219.716,26","62,40","19,00","0,00%",17:38
EBRO FOODS,"19,35",baixada,"-3,03%","-0,61","7.317.062,19","2.979,60","16,74","3,35%",17:38
EDREAMS ODIGEO REG,"4,27",pujada,"+1,67%","0,07","1.264.802,76","462,20","14,24","0,00%",17:38
ELECNOR,"13,50",pujada,"+1,50%","0,20","403.443,82","1.171,89","12,65","2,08%",17:38
