Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ABERTIS,"19,06",pujada,"+1,49%","0,28","112.578.808,03","18.742,97","18,70","4,35%",20/10
ACCIONA,"67,64",baixada,"-1,31%","-0,90","8.229.274,11","3.894,22","15,82","4,29%",20/10
ACERINOX,"12,41",pujada,"+1,76%","0,22","14.874.278,07","3.427,38","16,06","3,65%",20/10
ACS,"33,30",baixada,"-0,45%","-0,15","21.237.369,24","10.454,73","12,37","3,85%",20/10
AENA,"153,65",pujada,"+0,33%","0,50","26.535.977,00","23.017,50","19,04","2,66%",20/10
AMADEUS,"56,32",baixada,"-1,30%","-0,74","57.915.888,14","24.604,78","24,64","1,83%",20/10
ARCELORMITTAL,"25,14",pujada,"+1,95%","0,48","34.693.240,05","25.956,35","0,00","0,00%",20/10
BANKIA,"4,10",pujada,"+1,51%","0,06","20.738.321,58","11.762,07","13,93","3,13%",20/10
BANKINTER,"8,07",pujada,"+0,46%","0,04","10.721.709,47","7.238,57","14,94","3,28%",20/10
BBVA,"7,32",pujada,"+1,36%","0,10","170.623.973,72","48.942,29","11,52","3,41%",20/10
CAIXABANK,"3,86",baixada,"-0,69%","-0,03","61.680.743,23","23.136,20","13,84","3,48%",20/10
CELLNEX TELECOM,"20,75",pujada,"+0,97%","0,20","19.135.044,79","4.800,48","68,95","0,49%",20/10
DIA,"4,42",pujada,"+1,03%","0,05","13.775.613,37","2.744,41","10,42","4,80%",20/10
ENAGAS,"24,11",baixada,"-0,08%","-0,02","16.611.692,90","5.771,40","12,38","6,00%",20/10
ENDESA,"19,22",pujada,"+0,60%","0,12","25.308.476,76","20.523,91","15,82","6,70%",20/10
FERROVIAL,"18,45",baixada,"-1,63%","-0,31","46.050.871,43","13.610,86","33,90","3,17%",20/10
GAMESA,"11,28",baixada,"-4,33%","-0,51","59.255.545,21","7.979,59","13,19","1,28%",20/10
GAS NATURAL,"18,41",baixada,"-0,22%","-0,04","26.980.569,83","18.462,72","14,46","5,33%",20/10
GRIFOLS,"24,32",pujada,"+0,12%","0,03","13.493.877,42","10.352,82","24,20","1,46%",20/10
IAG (IBERIA),"7,37",pujada,"+1,61%","0,12","21.168.472,50","15.754,25","7,10","3,80%",20/10
IBERDROLA,"6,70",pujada,"+0,24%","0,02","79.168.160,67","42.390,53","15,54","4,87%",20/10
INDITEX,"30,99",pujada,"+0,31%","0,10","99.124.478,24","96.429,21","28,35","2,37%",20/10
INDRA,"13,29",pujada,"+1,84%","0,24","10.676.133,18","2.351,27","19,41","0,00%",20/10
INM. COLONIAL,"7,71",baixada,"-1,53%","-0,12","8.152.263,89","3.062,84","34,69","2,38%",20/10
MAPFRE,"2,69",pujada,"+0,98%","0,03","11.104.256,18","8.305,56","12,05","5,49%",20/10
MEDIASET,"9,365",baixada,"-1,93%","-0,184","11.076.839,03","3.154,37","16,41","5,81%",20/10
MELIA HOTELS INTL,"11,74",baixada,"-0,93%","-0,11","5.300.596,17","2.702,42","23,53","1,20%",20/10
MERLIN PROP.,"10,83",baixada,"-1,23%","-0,14","17.882.379,95","5.106,41","19,17","3,96%",20/10
REE,"18,16",baixada,"-0,16%","-0,03","13.450.429,52","9.842,25","14,72","5,03%",20/10
REPSOL,"15,29",pujada,"+0,03%","0,01","63.228.158,42","23.269,88","11,03","5,18%",20/10
SABADELL,"1,63",baixada,"-0,97%","-0,02","63.115.966,44","9.103,78","12,01","3,57%",20/10
SANTANDER,"5,60",pujada,"+0,52%","0,03","207.534.309,30","89.763,05","11,84","3,95%",20/10
TECNICAS REUNIDAS,"25,59",baixada,"-0,56%","-0,15","9.351.700,35","1.435,97","10,63","5,40%",20/10
TELEFONICA,"8,86",pujada,"+0,43%","0,04","138.117.715,46","44.665,18","12,63","4,35%",20/10
VISCOFAN,"50,95",baixada,"-0,10%","-0,05","4.939.651,02","2.369,80","19,05","2,83%",20/10
