Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ABERTIS,"19,06",pujada,"+1,49%","0,28","112.578.808,03","18.742,97","18,70","4,35%",20/10
ACCIONA,"67,64",baixada,"-1,31%","-0,90","8.229.274,11","3.894,22","15,82","4,29%",20/10
ACS,"33,30",baixada,"-0,45%","-0,15","21.237.369,24","10.454,73","12,37","3,85%",20/10
ADVEO,"2,76",pujada,"+1,83%","0,05","11.184,85","59,34","18,09","0,00%",20/10
Atresmedia,"8,71",baixada,"-1,58%","-0,14","3.817.200,96","1.967,07","13,48","6,29%",20/10
BBVA,"7,32",pujada,"+1,36%","0,10","170.623.973,72","48.942,29","11,52","3,41%",20/10
BME,"28,380",pujada,"+0,14%","0,040","2.896.631,28","2.371,34","15,28","6,23%",20/10
CAIXABANK,"3,86",baixada,"-0,69%","-0,03","61.680.743,23","23.136,20","13,84","3,48%",20/10
DIA,"4,42",pujada,"+1,03%","0,05","13.775.613,37","2.744,41","10,42","4,80%",20/10
ENAGAS,"24,11",baixada,"-0,08%","-0,02","16.611.692,90","5.771,40","12,38","6,00%",20/10
ENCE,"4,730",pujada,"+1,18%","0,055","2.099.846,11","1.159,94","14,17","3,34%",20/10
ENDESA,"19,22",pujada,"+0,60%","0,12","25.308.476,76","20.523,91","15,82","6,70%",20/10
FCC,"8,12",pujada,"+1,22%","0,10","262.945,28","3.088,94","17,61","0,00%",20/10
FERROVIAL,"18,45",baixada,"-1,63%","-0,31","46.050.871,43","13.610,86","33,90","3,17%",20/10
GAS NATURAL,"18,41",baixada,"-0,22%","-0,04","26.980.569,83","18.462,72","14,46","5,33%",20/10
IAG (IBERIA),"7,37",pujada,"+1,61%","0,12","21.168.472,50","15.754,25","7,10","3,80%",20/10
IBERDROLA,"6,70",pujada,"+0,24%","0,02","79.168.160,67","42.390,53","15,54","4,87%",20/10
MAPFRE,"2,69",pujada,"+0,98%","0,03","11.104.256,18","8.305,56","12,05","5,49%",20/10
MEDIASET,"9,365",baixada,"-1,93%","-0,184","11.076.839,03","3.154,37","16,41","5,81%",20/10
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
REE,"18,16",baixada,"-0,16%","-0,03","13.450.429,52","9.842,25","14,72","5,03%",20/10
REPSOL,"15,29",pujada,"+0,03%","0,01","63.228.158,42","23.269,88","11,03","5,18%",20/10
SABADELL,"1,63",baixada,"-0,97%","-0,02","63.115.966,44","9.103,78","12,01","3,57%",20/10
SAETA YIELD,"9,65",pujada,"+0,34%","0,03","723.569,22","784,77","16,72","7,84%",20/10
SANTANDER,"5,60",pujada,"+0,52%","0,03","207.534.309,30","89.763,05","11,84","3,95%",20/10
TECNICAS REUNIDAS,"25,59",baixada,"-0,56%","-0,15","9.351.700,35","1.435,97","10,63","5,40%",20/10
TELEFONICA,"8,86",pujada,"+0,43%","0,04","138.117.715,46","44.665,18","12,63","4,35%",20/10
ZARDOYA OTIS,"8,92",pujada,"+0,79%","0,07","1.699.675,13","4.215,36","27,45","3,53%",20/10
