Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,87",baixada,"-0,61%","-0,03","73,05","45,08","0,00","0,00%",09:48
ABENGOA,"0,03",pujada,"+0,00%","0,00","111.648,97","47,48","0,00","0,00%",11:32
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","156.088,53","189,19","0,00","0,00%",11:33
ABERTIS,"18,80",baixada,"-0,24%","-0,05","106.939.855,67","18.539,94","18,70","4,35%",11:34
ACCIONA,"68,65",baixada,"-1,18%","-0,82","2.445.692,44","3.956,63","15,82","4,29%",11:34
ACERINOX,"12,18",baixada,"-1,18%","-0,15","1.489.832,75","3.366,64","16,06","3,65%",11:33
ACS,"32,78",baixada,"-0,85%","-0,28","17.651.030,20","10.534,97","12,37","3,85%",11:33
ADVEO,"2,72",baixada,"-0,37%","-0,01","6.965,10","59,98","18,09","0,00%",11:08
AENA,"152,70",baixada,"-0,65%","-1,00","2.666.264,05","22.837,50","19,04","2,66%",11:34
AIRBUS,"81,45",pujada,"+0,49%","0,40","153.276,15","62.809,31","23,66","1,85%",11:24
ALANTRA,"12,03",baixada,"-0,33%","-0,04","20.762,03","416,49","11,54","7,61%",11:14
ALBA,"49,95",pujada,"+1,28%","0,63","594.527,29","2.885,27","7,06","2,02%",11:31
ALMIRALL,"8,30",pujada,"+0,00%","0,00","692.283,26","1.440,68","104,50","2,15%",11:33
AMADEUS,"56,75",baixada,"-0,68%","-0,39","3.976.398,53","24.876,85","24,64","1,83%",11:34
AMPER,"0,19",baixada,"-1,59%","-0,00","402.792,80","154,86","0,00","0,00%",11:31
APPLUS SERVICES,"11,32",baixada,"-0,70%","-0,08","548.379,40","1.777,07","18,02","1,14%",11:32
ARCELORMITTAL,"24,20",baixada,"-0,94%","-0,23","9.693.617,03","24.730,07","0,00","0,00%",11:34
AXIA REAL ESTATE,"16,63",baixada,"-0,69%","-0,12","130.701,96","1.321,53","46,60","1,69%",11:33
AZKOYEN,"8,03",pujada,"+0,38%","0,03","93.453,14","202,37","16,82","0,00%",11:07
Atresmedia,"8,90",baixada,"-1,22%","-0,11","1.493.084,36","1.991,77","13,48","6,29%",11:34
BANKIA,"4,06",baixada,"-0,32%","-0,01","6.338.256,45","11.580,67","13,93","3,13%",11:34
BANKINTER,"8,02",baixada,"-0,42%","-0,03","2.215.826,51","7.177,45","14,94","3,28%",11:33
BARON DE LEY,"110,00",pujada,"+1,24%","1,35","1.650,00","443,54","19,26","0,00%",11:19
BBVA,"7,22",baixada,"-0,76%","-0,06","30.740.531,60","48.255,50","11,52","3,41%",11:34
BIOSEARCH,"0,48",pujada,"+3,26%","0,02","68.810,97","27,12","0,00","0,00%",11:33
BME,"28,465",baixada,"-0,47%","-0,135","1.170.433,23","2.384,72","15,28","6,23%",11:34
CAIXABANK,"3,90",baixada,"-1,14%","-0,05","18.312.302,48","23.447,24","13,84","3,48%",11:35
CELLNEX TELECOM,"20,26",pujada,"+0,30%","0,06","3.221.355,23","4.683,48","68,95","0,49%",11:34
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,26",baixada,"-0,33%","-0,08","466.134,51","3.132,77","14,38","2,14%",11:24
CLINICA BAVIERA,"8,35",baixada,"-0,71%","-0,06","148.739,26","133,72","23,00","2,38%",18/10
COCA-COLA EUR,"35,51",baixada,"-0,46%","-0,17","40.911,81","17.156,79","16,53","2,36%",10:49
CODERE,"0,37",baixada,"-2,63%","-0,01","76.990,62","968,46","0,00","0,00%",11:27
COEMAC,"0,37",baixada,"-1,35%","-0,01","3.127,55","71,10","59,43","0,00%",10:05
DEOLEO SA,"0,23",pujada,"+7,14%","0,02","338.740,55","254,03","93,33","0,00%",11:31
