Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
COEMAC,"0,39",pujada,"+5,41%","0,02","19.915,20","71,10","59,43","0,00%",11:38
DEOLEO SA,"0,22",pujada,"+2,38%","0,01","348.579,23","254,03","93,33","0,00%",11:37
DIA,"4,37",baixada,"-0,57%","-0,03","5.469.576,58","2.729,47","10,42","4,80%",11:38
DOGI INTL FABRICS,"3,52",baixada,"-2,28%","-0,08","41.255,55","258,42","0,00","0,00%",11:35
DURO FELGUERA,"0,51",baixada,"-1,92%","-0,01","56.220,32","84,80","51,00","4,31%",11:24
EBRO FOODS,"20,83",pujada,"+0,12%","0,03","761.109,57","3.188,09","17,07","3,29%",11:29
EDREAMS ODIGEO REG,"2,61",baixada,"-2,03%","-0,05","99.544,03","286,11","8,19","0,00%",11:35
ELECNOR,"11,95",baixada,"-0,42%","-0,05","32.203,86","1.036,17","11,22","2,34%",11:17
ENAGAS,"24,20",pujada,"+0,56%","0,14","3.871.513,21","5.748,72","12,38","6,00%",11:38
ENCE,"4,675",baixada,"-1,48%","-0,070","623.285,55","1.152,56","14,17","3,34%",11:34
ENDESA,"19,11",baixada,"-0,52%","-0,10","6.532.819,68","20.243,34","15,82","6,70%",11:38
ENEL GREEN POWER,"1,93",pujada,"+0,00%","0,00","86.618,27","9.655,00","23,54","1,59%",1/04
ERCROS,"2,54",pujada,"+0,36%","0,01","298.755,23","280,78","7,02","0,00%",11:33
EUROPAC,"7,96",pujada,"+0,00%","0,00","453.430,90","774,08","12,71","3,75%",11:37
EUSKALTEL,"7,50",baixada,"-1,57%","-0,12","1.515.273,57","1.350,02","19,15","4,47%",11:38
FAES FARMA,"2,930",baixada,"-1,51%","-0,045","735.928,86","749,60","17,21","0,94%",11:36
FCC,"8,00",baixada,"-1,14%","-0,09","44.575,79","3.038,18","17,61","0,00%",11:25
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"34,40",baixada,"-1,71%","-0,60","164.422,66","1.190,23","25,97","1,70%",11:36
FERROVIAL,"18,70",baixada,"-1,50%","-0,29","5.829.473,85","13.958,43","33,90","3,17%",11:38
FERSA ENERGIAS,"0,44",baixada,"-2,25%","-0,01","11.336,52","63,00","91,57","0,00%",11:22
FLUIDRA,"8,86",pujada,"+0,11%","0,01","535.417,14","997,89","26,29","1,70%",11:38
FUNESPANA,"7,41",pujada,"+1,21%","0,09","22,50","137,98","0,00","0,00%",18/10
GAM,"1,32",baixada,"-2,22%","-0,03","25.457,38","43,28","0,00","0,00%",11:07
GAMESA,"11,91",pujada,"+0,55%","0,07","7.246.378,05","8.030,68","13,19","1,28%",11:38
GAS NATURAL,"18,46",baixada,"-0,46%","-0,09","2.644.681,08","18.482,73","14,46","5,33%",11:38
GESTAMP AUTOM,"5,31",baixada,"-0,97%","-0,05","716.569,89","3.061,74","12,89","2,26%",11:39
GLOBAL DOMINION,"4,11",baixada,"-0,84%","-0,04","232.854,03","696,63","24,20","0,00%",11:32
GR.EMPRES.SAN JOSE,"3,08",pujada,"+0,33%","0,01","193.302,45","198,33","0,00","0,00%",11:35
GRIFOLS,"24,16",baixada,"-1,65%","-0,41","1.584.941,75","10.378,39","24,20","1,46%",11:38
GRUPO CATALANA OCC,"34,55",pujada,"+0,14%","0,05","426.757,58","4.146,00","12,41","2,23%",11:38
GRUPO EZENTIS SA,"0,57",baixada,"-2,23%","-0,01","397.854,27","141,54","27,02","0,00%",11:32
GRUPO PRISA,"3,01",baixada,"-2,28%","-0,07","193.698,33","240,88","6,24","0,00%",11:36
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"15,00",baixada,"-0,53%","-0,08","717.683,43","1.646,28","21,16","3,38%",11:31
IAG (IBERIA),"7,22",baixada,"-1,19%","-0,09","7.196.977,16","15.410,84","7,10","3,80%",11:38
IBERDROLA,"6,66",baixada,"-0,15%","-0,01","10.957.608,46","41.910,39","15,54","4,87%",11:39
IBERPAPEL GESTION,"26,75",baixada,"-0,93%","-0,25","4.092,75","292,39","14,71","2,38%",10:38
INDITEX,"31,00",baixada,"-0,83%","-0,26","11.086.822,87","96.756,46","28,35","2,37%",11:39
INDRA,"13,10",baixada,"-0,49%","-0,07","1.063.760,18","2.308,87","19,41","0,00%",11:38
INM. COLONIAL,"7,84",baixada,"-2,27%","-0,18","4.334.996,35","3.084,03","34,69","2,38%",11:39
INMO DEL SUR,"11,10",pujada,"+0,91%","0,10","2.495,35","179,22","0,00","0,00%",09:34
INYPSA,"0,165",pujada,"+0,00%","0,000","259.115,91","61,10","0,00","0,00%",11:29
LABORATORIOS FARMA,"15,35",baixada,"-0,39%","-0,06","143.442,95","770,00","42,89","1,03%",11:06
LAR ESPANA,"8,24",baixada,"-1,89%","-0,16","140.079,80","770,54","29,43","4,89%",11:35
LIBERBANK,"0,71",baixada,"-1,39%","-0,01","113.927,99","664,73","7,52","0,00%",11:37
LINGOTES,"15,50",baixada,"-0,61%","-0,10","26.159,13","155,00","0,00","0,00%",10:46
LOGISTA,"20,34",baixada,"-1,38%","-0,29","328.786,06","2.728,01","15,63","4,77%",11:36
MEDIASET,"9,631",pujada,"+0,03%","0,003","5.412.620,89","3.281,31","16,41","5,81%",11:38
MELIA HOTELS INTL,"12,12",baixada,"-0,62%","-0,08","1.994.872,32","2.796,60","23,53","1,20%",11:38
MERLIN PROP.,"11,04",baixada,"-0,45%","-0,05","3.796.428,52","5.181,57","19,17","3,96%",11:38
MIQUEL Y COSTAS,"29,52",baixada,"-3,21%","-0,98","47.537,56","639,94","17,27","1,60%",11:36
NATRA,"0,40",baixada,"-1,23%","-0,01","1.231,20","18,99","2,11","0,00%",10:12
NATURHOUSE HEALTH,"4,30",pujada,"+0,00%","0,00","19.075,43","258,00","11,50","7,76%",10:58
NEINOR HOMES,"17,74",baixada,"-0,81%","-0,15","652.177,38","1.405,50","0,00","0,00%",11:38
NH HOTELES,"5,275",baixada,"-2,31%","-0,125","2.346.206,31","1.852,94","43,55","0,90%",11:37
NICOLAS CORREA,"2,64",pujada,"+1,54%","0,04","3.403,34","32,52","0,00","0,00%",10:44
NYESA VALORES CORP,"0,17",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",18/10
OHL,"4,70",baixada,"-3,21%","-0,16","10.323.806,31","1.435,54","9,87","2,70%",11:39
ORYZON GENOMICS,"1,90",pujada,"+3,20%","0,06","31.138,85","63,06","0,00","0,00%",11:16
PARQUES REUNIDOS,"13,05",pujada,"+0,15%","0,02","31.948,55","1.050,45","19,22","1,91%",11:04
PESCANOVA,"1,34",pujada,"+30,88%","0,32","7.705.935,08","39,66","2,32","8,69%",11:38
PHARMA MAR R,"3,14",baixada,"-1,10%","-0,04","608.272,40","699,12","0,00","0,00%",11:32
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,99",baixada,"-0,20%","-0,02","55.672,92","173,30","14,24","2,66%",18/10
PROSEGUR,"6,46",pujada,"+0,16%","0,01","501.403,52","3.974,28","24,30","1,76%",11:37
QUABIT INMOBIL.,"1,54",baixada,"-1,67%","-0,03","281.861,24","117,31","0,00","0,00%",11:37
REALIA BUSINESS,"1,05",baixada,"-0,94%","-0,01","3.803,05","667,38","42,78","0,00%",11:13
REE,"18,07",baixada,"-0,14%","-0,03","2.143.771,43","9.780,02","14,72","5,03%",11:38
RENO DE MEDICI,"0,602",pujada,"+0,33%","0,002","11.591,40","228,03","12,19","0,00%",11:35
RENTA 4 SERVICIOS,"5,86",baixada,"-0,85%","-0,05","87,90","238,46","19,61","1,54%",11:17
RENTA CORPORACION,"2,695",baixada,"-3,41%","-0,095","96.731,88","90,44","0,00","0,00%",11:35
REPSOL,"15,16",baixada,"-0,85%","-0,13","11.707.643,64","23.216,42","11,03","5,18%",11:39
REYAL URBIS,"0,12",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",18/10
RIOJANAS,"5,29",pujada,"+0,00%","0,00","909,88","27,78","0,00","0,00%",11:01
Reig Jofre,"2,60",pujada,"+0,00%","0,00","483,60","166,80","23,74","1,26%",09:53
SABADELL,"1,65",baixada,"-1,32%","-0,02","15.558.745,26","9.277,88","12,01","3,57%",11:38
SACYR,"2,15",pujada,"+0,33%","0,01","3.779.091,08","1.161,12","6,47","0,00%",11:33
SAETA YIELD,"9,58",baixada,"-0,99%","-0,10","166.706,27","789,58","16,72","7,84%",11:38
SANTANDER,"5,57",baixada,"-1,28%","-0,07","58.955.297,82","89.666,81","11,84","3,95%",11:39
SEDA BARCELONA,"0,73",pujada,"+0,00%","0,00","0,00","26,44","0,00","0,00%",13/11
SNIACE,"0,18",pujada,"+0,00%","0,00","466.075,59","62,12","0,00","0,00%",11:28
SOLARIA ENERGIA,"1,37",pujada,"+1,11%","0,02","165.583,35","149,61","22,64","0,00%",11:31
SOTOGRANDE,"3,02",pujada,"+0,00%","0,00","0,00","135,19","0,00","0,00%",18/10
SPS,"0,91",pujada,"+1,11%","0,01","50.399,07","52,10","0,00","0,00%",11:37
TALGO,"4,17",baixada,"-0,69%","-0,03","295.818,85","576,29","8,94","1,90%",11:37
TECNICAS REUNIDAS,"25,69",baixada,"-0,25%","-0,07","3.696.822,58","1.435,13","10,63","5,40%",11:38
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,85",baixada,"-1,27%","-0,11","39.588.668,14","44.650,07","12,63","4,35%",11:39
TELEPIZZA GROUP,"5,00",baixada,"-0,08%","-0,00","326.323,03","503,20","15,02","0,00%",11:38
TUBACEX,"2,90",baixada,"-0,85%","-0,03","210.185,50","386,97","79,29","0,35%",11:32
TUBOS REUNIDOS,"0,84",baixada,"-0,60%","-0,01","56.818,01","144,99","0,00","0,00%",11:28
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",18/10
VERTICE TRESCIENTO,"0,044",pujada,"+0,00%","0,000","0,00","0,00","16,26","0,00%",18/10
VIDRALA,"75,35",pujada,"+0,60%","0,45","173.893,20","1.862,06","22,05","1,13%",11:31
VISCOFAN,"50,89",baixada,"-1,17%","-0,60","623.094,77","2.374,46","19,05","2,83%",11:38
VOCENTO,"1,48",pujada,"+0,00%","0,00","66.232,05","184,96","13,90","0,00%",11:31
ZARDOYA OTIS,"8,95",baixada,"-0,67%","-0,06","388.408,87","4.234,18","27,45","3,53%",11:35
