Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,90",baixada,"-1,80%","-0,09","7.570,50","45,45","0,00","0,00%",14:40
ABENGOA,"0,03",pujada,"+0,00%","0,00","300.427,54","47,48","0,00","0,00%",15:26
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","118.370,84","189,19","0,00","0,00%",15:32
ABERTIS,"17,53",pujada,"+0,34%","0,06","49.335.131,60","17.361,38","18,70","4,35%",15:36
ACCIONA,"68,17",baixada,"-0,34%","-0,23","6.021.331,99","3.896,51","15,82","4,29%",15:36
ACERINOX,"12,38",pujada,"+0,32%","0,04","5.057.057,35","3.409,43","16,06","3,65%",15:35
ACS,"31,35",pujada,"+0,80%","0,25","7.380.518,21","9.869,45","12,37","3,85%",15:36
ADVEO,"2,86",baixada,"-2,05%","-0,06","56.496,62","61,27","18,09","0,00%",15:28
AENA,"151,45",baixada,"-0,43%","-0,65","3.418.570,80","22.725,00","19,04","2,66%",15:35
AIRBUS,"77,20",pujada,"+0,06%","0,05","255.141,90","59.169,32","23,66","1,85%",15:22
ALANTRA,"11,80",pujada,"+0,00%","0,00","18.267,10","415,78","11,54","7,61%",13:54
ALBA,"49,24",baixada,"-0,34%","-0,17","139.377,01","2.862,53","7,06","2,02%",15:30
ALMIRALL,"8,32",baixada,"-0,48%","-0,04","1.305.650,19","1.418,20","104,50","2,15%",15:35
AMADEUS,"56,80",baixada,"-0,21%","-0,12","7.313.924,25","24.894,40","24,64","1,83%",15:36
AMPER,"0,19",baixada,"-3,50%","-0,01","263.569,81","162,40","0,00","0,00%",15:24
APERAM,"47,00",pujada,"+0,26%","0,12","18.010,83","3.854,92","0,00","0,00%",15:29
APPLUS SERVICES,"11,03",baixada,"-1,30%","-0,15","679.240,76","1.718,56","18,02","1,14%",15:36
ARCELORMITTAL,"25,09",pujada,"+1,99%","0,49","31.088.815,01","25.506,71","0,00","0,00%",15:35
AXIA REAL ESTATE,"16,58",baixada,"-1,04%","-0,18","401.047,65","1.316,39","46,60","1,69%",15:36
AZKOYEN,"7,83",pujada,"+1,23%","0,10","66.765,60","196,57","16,82","0,00%",13:56
Atresmedia,"9,13",pujada,"+2,58%","0,23","3.537.932,77","2.043,42","13,48","6,29%",15:36
BANKIA,"4,02",baixada,"-0,50%","-0,02","6.234.007,75","11.566,28","13,93","3,13%",15:36
BANKINTER,"7,88",baixada,"-0,51%","-0,04","3.901.193,74","7.084,86","14,94","3,28%",15:35
BARON DE LEY,"111,00",pujada,"+3,45%","3,70","17.769,60","452,68","19,26","0,00%",15:35
BAYER,"118,85",pujada,"+0,13%","0,15","68.907,10","98.448,14","0,00","0,00%",15:27
BBVA,"7,24",baixada,"-1,25%","-0,09","47.953.544,83","48.282,17","11,52","3,41%",15:36
BIOSEARCH,"0,45",baixada,"-3,26%","-0,02","4.503,08","25,39","0,00","0,00%",13:35
BME,"28,685",baixada,"-0,66%","-0,190","1.588.274,27","2.391,40","15,28","6,23%",15:31
CAIXABANK,"3,99",baixada,"-1,34%","-0,05","29.091.733,52","23.889,86","13,84","3,48%",15:36
CELLNEX TELECOM,"20,02",baixada,"-1,60%","-0,33","6.497.468,21","4.634,82","68,95","0,49%",15:36
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"24,21",pujada,"+0,25%","0,06","790.268,51","3.130,19","14,38","2,14%",15:33
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",13/10
CLINICA BAVIERA,"8,41",pujada,"+4,86%","0,39","8.753,00","132,09","23,00","2,38%",11:52
CODERE,"0,36",pujada,"+0,00%","0,00","249.334,92","917,49","0,00","0,00%",14:13
COEMAC,"0,36",baixada,"-2,74%","-0,01","1.968,71","70,11","59,43","0,00%",12:52
