Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,37",baixada,"-2,21%","-0,28","28.707.416,32","3.394,25","15,64","3,77%",17:38
ACS,"34,49",baixada,"-0,07%","-0,03","21.304.419,61","10.837,05","13,54","3,68%",17:38
DIA,"4,18",baixada,"-0,69%","-0,03","22.208.284,03","2.597,51","10,60","5,05%",17:38
FERROVIAL,"18,63",pujada,"+0,70%","0,13","29.083.031,42","13.729,18","33,90","3,17%",17:38
GAMESA,"12,38",baixada,"-0,40%","-0,05","28.723.781,36","8.442,77","13,54","1,42%",17:38
INDITEX,"31,20",baixada,"-0,86%","-0,27","82.400.763,44","97.114,88","28,42","2,37%",17:38
REPSOL,"16,16",pujada,"+0,00%","0,00","60.413.376,80","24.690,36","11,10","5,15%",17:38
SANTANDER,"5,82",baixada,"-0,19%","-0,01","170.996.047,41","92.971,16","12,30","3,85%",17:38
TECNICAS REUNIDAS,"27,99",pujada,"+2,28%","0,63","16.885.588,75","1.567,60","10,88","5,28%",17:38
TELEFONICA,"9,03",baixada,"-0,12%","-0,01","93.123.626,58","45.531,68","12,07","4,60%",17:38
