Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ABERTIS,"18,71",pujada,"+0,75%","0,14","58.118.389,71","18.470,61","20,15","4,06%",17:38
ACCIONA,"69,78",baixada,"-2,15%","-1,53","11.552.184,13","4.001,30","15,80","4,30%",17:38
ACS,"34,49",baixada,"-0,07%","-0,03","21.304.419,61","10.837,05","13,54","3,68%",17:38
ADVEO,"2,74",baixada,"-1,44%","-0,04","83.513,65","58,70","16,23","0,00%",17:38
Atresmedia,"8,57",baixada,"-1,61%","-0,14","4.174.641,12","1.919,92","13,14","6,32%",17:38
BBVA,"7,46",baixada,"-0,23%","-0,02","109.087.249,54","49.482,39","11,34","3,48%",17:38
BME,"29,000",baixada,"-1,06%","-0,310","5.236.873,47","2.449,94","15,15","6,32%",17:38
CAIXABANK,"4,04",baixada,"-1,05%","-0,04","69.688.357,01","24.129,12","13,23","3,68%",17:38
DIA,"4,18",baixada,"-0,69%","-0,03","22.208.284,03","2.597,51","10,60","5,05%",17:38
ENAGAS,"24,44",pujada,"+0,35%","0,09","19.385.884,94","5.816,76","12,22","6,04%",17:38
ENCE,"5,250",baixada,"-2,33%","-0,125","7.409.218,54","1.283,08","14,08","3,28%",17:38
ENDESA,"19,38",baixada,"-0,72%","-0,14","30.058.163,44","20.576,85","15,02","6,96%",17:38
FCC,"9,14",baixada,"-4,79%","-0,46","581.266,39","3.470,04","18,40","0,00%",17:38
FERROVIAL,"18,63",pujada,"+0,70%","0,13","29.083.031,42","13.729,18","33,90","3,17%",17:38
GAS NATURAL,"18,40",pujada,"+0,11%","0,02","23.325.075,66","18.417,69","14,02","5,49%",17:38
IAG (IBERIA),"7,08",baixada,"-2,39%","-0,17","24.541.267,80","15.063,17","7,14","3,76%",17:38
IBERDROLA,"6,90",baixada,"-0,26%","-0,02","77.316.044,08","43.641,39","15,47","4,90%",17:38
MAPFRE,"2,81",baixada,"-0,14%","-0,00","11.656.659,73","8.631,99","12,51","5,40%",17:38
MEDIASET,"9,079",baixada,"-2,23%","-0,207","10.357.531,25","3.048,30","15,53","6,11%",17:38
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
REE,"18,31",pujada,"+0,03%","0,01","21.014.720,27","9.885,53","14,81","5,00%",17:38
REPSOL,"16,16",pujada,"+0,00%","0,00","60.413.376,80","24.690,36","11,10","5,15%",17:38
SABADELL,"1,73",baixada,"-0,52%","-0,01","38.305.892,22","9.710,33","11,34","3,78%",17:38
SAETA YIELD,"9,68",pujada,"+0,00%","0,00","434.277,95","786,56","16,21","8,09%",17:38
SANTANDER,"5,82",baixada,"-0,19%","-0,01","170.996.047,41","92.971,16","12,30","3,85%",17:38
TECNICAS REUNIDAS,"27,99",pujada,"+2,28%","0,63","16.885.588,75","1.567,60","10,88","5,28%",17:38
TELEFONICA,"9,03",baixada,"-0,12%","-0,01","93.123.626,58","45.531,68","12,07","4,60%",17:38
ZARDOYA OTIS,"9,40",baixada,"-1,16%","-0,11","1.334.691,32","4.417,66","27,73","3,50%",17:38
