Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"4,99",baixada,"-1,19%","-0,06","10.131,87","46,29","0,00","0,00%",17:38
ABENGOA,"0,04",pujada,"+8,82%","0,00","6.088.140,45","60,58","0,00","0,00%",17:38
ABENGOA CL.B,"0,01",pujada,"+8,33%","0,00","18.579.829,62","223,58","0,00","0,00%",17:38
ABERTIS,"18,71",pujada,"+0,75%","0,14","58.118.389,71","18.470,61","20,15","4,06%",17:38
ACCIONA,"69,78",baixada,"-2,15%","-1,53","11.552.184,13","4.001,30","15,80","4,30%",17:38
ACERINOX,"12,37",baixada,"-2,21%","-0,28","28.707.416,32","3.394,25","15,64","3,77%",17:38
ACS,"34,49",baixada,"-0,07%","-0,03","21.304.419,61","10.837,05","13,54","3,68%",17:38
ADVEO,"2,74",baixada,"-1,44%","-0,04","83.513,65","58,70","16,23","0,00%",17:38
AENA,"159,00",pujada,"+0,22%","0,35","22.607.248,70","23.782,50","18,89","2,68%",17:38
AIRBUS,"86,35",baixada,"-1,20%","-1,05","554.076,00","66.759,10","26,47","1,64%",17:38
ALANTRA,"12,35",baixada,"-0,08%","-0,01","63.345,44","438,88","11,54","7,61%",17:38
ALBA,"50,00",baixada,"-0,50%","-0,25","254.839,60","2.917,92","6,91","2,07%",17:38
ALMIRALL,"8,04",pujada,"+0,37%","0,03","4.684.640,89","1.390,53","0,00","2,33%",17:38
AMADEUS,"58,08",baixada,"-0,62%","-0,36","34.522.189,23","25.425,38","24,59","1,84%",17:38
AMPER,"0,20",pujada,"+1,01%","0,00","910.726,63","168,25","0,00","0,00%",17:38
APERAM,"47,11",baixada,"-0,53%","-0,25","13.862,46","4.005,93","0,00","0,00%",17:38
APPLUS SERVICES,"11,45",baixada,"-0,48%","-0,06","4.929.756,27","1.786,43","18,29","1,10%",17:38
ARCELORMITTAL,"25,48",pujada,"+0,53%","0,14","10.976.940,91","25.935,91","0,00","0,00%",17:38
AXIA REAL ESTATE,"15,87",baixada,"-0,84%","-0,14","990.374,10","1.259,86","43,97","1,79%",17:38
AZKOYEN,"8,12",pujada,"+0,68%","0,06","94.149,00","204,14","17,41","0,00%",17:38
Atresmedia,"8,57",baixada,"-1,61%","-0,14","4.174.641,12","1.919,92","13,14","6,32%",17:38
BANKIA,"4,05",baixada,"-0,12%","-0,01","17.841.074,32","11.661,30","13,89","3,14%",17:38
BANKINTER,"7,85",baixada,"-1,69%","-0,14","22.272.310,32","7.073,18","14,94","3,28%",17:38
BARON DE LEY,"112,00",pujada,"+0,45%","0,50","18.822,90","461,41","21,37","0,00%",17:38
BAYER,"114,00",pujada,"+0,39%","0,45","24.907,90","94.644,18","0,00","0,00%",17:38
BBVA,"7,46",baixada,"-0,23%","-0,02","109.087.249,54","49.482,39","11,34","3,48%",17:38
BIOSEARCH,"0,50",pujada,"+1,02%","0,01","11.703,77","28,85","0,00","0,00%",17:38
BME,"29,000",baixada,"-1,06%","-0,310","5.236.873,47","2.449,94","15,15","6,32%",17:38
CAIXABANK,"4,04",baixada,"-1,05%","-0,04","69.688.357,01","24.129,12","13,23","3,68%",17:38
CELLNEX TELECOM,"21,30",baixada,"-1,05%","-0,23","11.598.234,66","4.939,49","70,63","0,48%",17:38
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"25,55",baixada,"-0,16%","-0,04","2.125.154,37","3.283,05","14,64","2,10%",17:38
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",17:38
CLINICA BAVIERA,"8,33",pujada,"+1,10%","0,09","127.545,72","135,84","23,00","2,38%",17:38
CODERE,"0,36",baixada,"-2,70%","-0,01","288.253,73","942,97","0,00","0,00%",17:38
COEMAC,"0,43",baixada,"-1,15%","-0,01","68.268,89","84,92","59,43","0,00%",17:38
DEOLEO SA,"0,18",pujada,"+0,00%","0,00","584.283,13","207,84","16,09","0,00%",17:38
DIA,"4,18",baixada,"-0,69%","-0,03","22.208.284,03","2.597,51","10,60","5,05%",17:38
