Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
GAS NATURAL,"18,34",baixada,"-0,16%","-0,03","9.607.499,16","18.392,67","14,02","5,49%",15:29
GLOBAL DOMINION,"4,51",baixada,"-0,22%","-0,01","153.092,00","763,24","25,82","0,00%",15:01
GR.EMPRES.SAN JOSE,"3,09",pujada,"+1,64%","0,05","115.183,18","200,28","0,00","0,00%",15:24
GRIFOLS,"26,84",baixada,"-0,15%","-0,04","14.129.970,14","11.556,64","24,90","1,41%",15:29
GRIFOLS CL.B,"20,10",pujada,"+1,31%","0,26","731.647,15","5.272,94","0,00","0,00%",15:17
GRUPO CATALANA OCC,"35,80",baixada,"-0,91%","-0,33","570.042,19","4.298,40","12,73","2,18%",15:30
GRUPO EZENTIS SA,"0,57",pujada,"+0,35%","0,00","402.085,89","167,21","24,97","0,00%",15:29
GRUPO FERROVIAL,"30,83",baixada,"0,00%","0,00","0,00","4.324,36","0,00","0,00%",4/12
GRUPO PRISA,"2,98",baixada,"-2,20%","-0,07","61.336,18","232,97","4,63","0,00%",14:44
HISPANIA ACTIVOS,"14,65",baixada,"-1,05%","-0,16","671.414,55","1.602,61","19,90","3,57%",15:26
IAG (IBERIA),"7,25",pujada,"+0,00%","0,00","11.833.154,73","15.562,29","7,14","3,76%",15:29
IBERDROLA,"6,93",baixada,"-0,16%","-0,01","21.669.070,28","43.919,36","15,47","4,90%",15:30
IBERPAPEL GESTION,"27,03",pujada,"+0,93%","0,25","8.470,47","295,45","14,86","2,36%",12:38
INDITEX,"31,64",baixada,"-1,42%","-0,46","35.823.284,99","98.688,79","28,42","2,37%",15:30
INDRA,"12,28",baixada,"-0,49%","-0,06","6.729.031,95","2.171,97","19,49","0,00%",15:30
INM. COLONIAL,"8,14",baixada,"-0,40%","-0,03","3.263.550,37","3.202,95","33,26","2,51%",15:28
INMO DEL SUR,"10,75",pujada,"+0,00%","0,00","16.145,00","182,79","0,00","0,00%",11:14
INYPSA,"0,175",pujada,"+0,00%","0,000","643.539,19","64,80","0,00","0,00%",15:13
LABORATORIOS FARMA,"16,11",baixada,"-0,56%","-0,09","4.074,23","805,00","44,50","1,03%",31/10
LAR ESPANA,"8,26",baixada,"-1,98%","-0,17","507.605,38","764,61","28,57","5,03%",15:18
LIBERBANK,"0,42",pujada,"+5,29%","0,02","1.322.145,45","390,00","9,87","0,00%",15:28
LINGOTES,"15,41",baixada,"-0,26%","-0,04","38.692,95","154,35","0,00","0,00%",12:51
LOGISTA,"20,19",pujada,"+0,37%","0,08","1.408.060,71","2.684,87","14,88","5,01%",15:30
MAPFRE,"2,83",pujada,"+0,61%","0,02","6.507.985,56","8.739,77","12,51","5,40%",15:30
MEDIASET,"9,284",baixada,"-0,51%","-0,048","4.604.501,12","3.121,37","15,53","6,11%",15:29
MELIA HOTELS INTL,"11,71",baixada,"-0,34%","-0,04","1.845.517,27","2.694,38","22,32","1,28%",15:30
MERLIN PROP.,"11,18",baixada,"-1,32%","-0,15","4.766.359,79","5.277,87","18,48","4,20%",15:29
MIQUEL Y COSTAS,"30,79",baixada,"-1,00%","-0,31","21.512,09","634,78","17,34","1,59%",15:30
MONTEBALITO,"2,245",baixada,"-1,97%","-0,045","11.605,88","67,35","0,00","0,00%",15:26
NATRA,"0,43",baixada,"-2,27%","-0,01","36.139,68","21,37","2,11","0,00%",14:58
NATURHOUSE HEALTH,"4,19",pujada,"+0,24%","0,01","40.740,84","251,88","11,21","7,96%",15:27
NH HOTELES,"5,465",pujada,"+0,64%","0,035","639.510,40","1.914,24","43,03","0,94%",15:27
NICOLAS CORREA,"2,74",pujada,"+0,00%","0,00","12.794,66","33,75","0,00","0,00%",12:38
OHL,"4,89",pujada,"+1,47%","0,07","7.954.846,85","1.466,31","16,45","1,05%",15:26
ORYZON GENOMICS,"2,52",pujada,"+4,88%","0,12","944.579,77","85,71","0,00","0,00%",15:18
PARQUES REUNIDOS,"13,78",baixada,"-1,25%","-0,18","88.788,64","1.146,54","19,49","1,89%",14:20
PHARMA MAR R,"3,30",pujada,"+0,61%","0,02","1.564.658,71","732,52","0,00","0,00%",15:28
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,99",pujada,"+0,60%","0,06","63.625,34","175,73","14,24","2,66%",15:08
PROSEGUR,"6,59",pujada,"+0,61%","0,04","512.661,45","4.085,37","23,70","1,73%",15:18
QUABIT INMOBIL.,"1,65",pujada,"+0,00%","0,00","147.780,63","127,67","0,00","0,00%",15:29
REALIA BUSINESS,"1,12",pujada,"+1,36%","0,02","108.616,00","718,96","42,58","0,00%",14:41
REE,"18,40",baixada,"-3,21%","-0,61","21.601.092,42","10.009,98","14,81","5,00%",15:30
RENTA 4 SERVICIOS,"5,94",baixada,"-2,00%","-0,12","35.417,99","238,87","19,61","1,54%",31/10
RENTA CORPORACION,"2,815",pujada,"+0,00%","0,000","182.349,74","92,75","12,83","6,63%",15:13
REPSOL,"16,18",pujada,"+0,59%","0,10","29.047.916,62","24.797,27","11,10","5,15%",15:31
RIOJANAS,"5,27",pujada,"+0,57%","0,03","4.136,95","27,68","0,00","0,00%",31/10
Reig Jofre,"2,71",pujada,"+2,93%","0,08","33.591,83","170,84","23,74","1,26%",14:39
SABADELL,"1,74",pujada,"+1,11%","0,02","29.156.738,59","9.760,87","11,34","3,78%",15:31
SACYR,"2,26",pujada,"+2,45%","0,05","3.900.222,07","1.206,43","6,32","0,00%",15:29
SAETA YIELD,"9,67",pujada,"+0,86%","0,08","604.234,95","788,85","16,21","8,09%",15:23
SANTANDER,"5,84",pujada,"+0,22%","0,01","95.139.153,86","93.709,03","12,30","3,85%",15:30
SNIACE,"0,20",pujada,"+2,05%","0,00","1.044.245,54","69,84","0,00","0,00%",14:51
SOLARIA ENERGIA,"1,45",pujada,"+1,75%","0,03","596.821,45","160,02","22,80","0,00%",15:06
TALGO,"4,34",pujada,"+3,11%","0,13","662.783,01","596,10","10,17","1,76%",15:30
TECNICAS REUNIDAS,"27,35",baixada,"-1,03%","-0,29","10.140.897,70","1.536,86","10,88","5,28%",15:30
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"9,03",pujada,"+0,27%","0,02","45.738.621,26","45.667,70","12,07","4,60%",15:30
TELEPIZZA GROUP,"4,93",baixada,"-1,40%","-0,07","59.056,23","498,47","15,02","0,00%",15:00
TUBACEX,"3,09",pujada,"+1,15%","0,04","396.923,94","410,90","80,40","0,34%",15:30
TUBOS REUNIDOS,"0,91",pujada,"+1,68%","0,02","130.785,13","158,96","0,00","0,00%",15:25
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",31/10
VIDRALA,"77,90",pujada,"+0,19%","0,15","612.235,85","1.931,48","22,29","1,11%",15:15
VISCOFAN,"51,81",baixada,"-0,33%","-0,17","2.140.003,83","2.418,73","18,66","2,91%",15:30
VOCENTO,"1,48",baixada,"-0,67%","-0,01","6.005,18","184,96","15,31","0,00%",14:59
ZARDOYA OTIS,"9,52",pujada,"+2,37%","0,22","1.484.881,51","4.507,05","27,73","3,50%",15:28
