Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"5,05",pujada,"+0,20%","0,01","7.782,05","45,92","0,00","0,00%",14:24
ABENGOA,"0,03",pujada,"+0,00%","0,00","230.049,21","54,03","0,00","0,00%",15:29
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","117.325,41","206,39","0,00","0,00%",15:32
ABERTIS,"18,57",pujada,"+0,00%","0,00","25.517.727,50","18.426,04","20,15","4,06%",15:33
ACCIONA,"71,10",baixada,"-0,01%","-0,01","6.228.899,89","4.088,90","15,80","4,30%",15:33
ACERINOX,"12,70",pujada,"+2,92%","0,36","15.866.233,82","3.525,38","15,64","3,77%",15:34
ACS,"34,29",pujada,"+1,28%","0,44","10.198.863,73","10.829,18","13,54","3,68%",15:34
ADVEO,"2,78",pujada,"+1,09%","0,03","59.827,39","59,55","16,23","0,00%",13:41
AENA,"158,45",pujada,"+0,60%","0,95","9.803.367,15","23.805,00","18,89","2,68%",15:34
AIRBUS,"87,35",baixada,"-0,63%","-0,55","317.027,25","67.649,73","26,47","1,64%",14:41
ALANTRA,"12,35",baixada,"-0,08%","-0,01","1.741,35","438,88","11,54","7,61%",13:14
ALBA,"50,55",pujada,"+0,40%","0,20","177.080,30","2.935,41","6,91","2,07%",15:27
ALMIRALL,"8,08",baixada,"-2,77%","-0,23","4.998.966,85","1.402,63","0,00","2,33%",15:34
AMADEUS,"58,40",pujada,"+0,26%","0,15","12.039.060,22","25.842,26","24,59","1,84%",15:35
AMPER,"0,20",pujada,"+3,65%","0,01","2.251.502,72","169,93","0,00","0,00%",15:34
APERAM,"47,34",pujada,"+2,90%","1,34","2.128,29","4.043,55","0,00","0,00%",13:09
APPLUS SERVICES,"11,64",baixada,"-3,04%","-0,37","2.634.209,52","1.817,63","18,29","1,10%",15:33
ARCELORMITTAL,"25,29",pujada,"+2,68%","0,66","15.956.980,44","26.099,42","0,00","0,00%",15:34
AXIA REAL ESTATE,"16,14",pujada,"+0,25%","0,04","670.367,79","1.274,88","43,97","1,79%",15:33
AZKOYEN,"8,05",pujada,"+0,37%","0,03","27.421,34","200,86","17,41","0,00%",14:59
Atresmedia,"8,73",baixada,"-1,02%","-0,09","1.088.718,39","1.971,56","13,14","6,32%",15:31
BANKIA,"4,04",baixada,"-1,51%","-0,06","14.397.076,57","11.655,54","13,89","3,14%",15:34
BANKINTER,"8,03",baixada,"-0,90%","-0,07","7.022.219,78","7.261,94","14,94","3,28%",15:34
BARON DE LEY,"108,50",baixada,"-3,13%","-3,50","23.034,00","469,72","21,37","0,00%",14:05
BAYER,"115,00",pujada,"+0,00%","0,00","53.917,50","94.272,05","0,00","0,00%",15:10
BBVA,"7,44",baixada,"-0,92%","-0,07","59.984.432,26","49.882,46","11,34","3,48%",15:34
BIOSEARCH,"0,50",pujada,"+0,00%","0,00","4.455,00","28,27","0,00","0,00%",10:46
BME,"29,670",pujada,"+0,59%","0,175","1.467.853,61","2.488,82","15,15","6,32%",15:34
CAIXABANK,"4,08",pujada,"+1,49%","0,06","43.228.633,36","24.386,32","13,23","3,68%",15:35
CELLNEX TELECOM,"21,44",pujada,"+0,59%","0,13","8.839.227,53","4.988,14","70,63","0,48%",15:35
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"25,61",pujada,"+0,35%","0,09","1.590.540,16","3.310,79","14,64","2,10%",15:33
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",31/10
CLINICA BAVIERA,"8,21",baixada,"-0,48%","-0,04","42.509,76","138,94","23,00","2,38%",13:07
CODERE,"0,37",baixada,"-2,63%","-0,01","472.524,15","942,97","0,00","0,00%",13:44
COEMAC,"0,43",pujada,"+4,88%","0,02","210.939,48","84,92","59,43","0,00%",15:32
DEOLEO SA,"0,18",pujada,"+0,00%","0,00","534.198,83","213,62","16,09","0,00%",15:31
